"inning","inningHalf","outcomeId","outcomeDescription","pitcherThrowHand","pitcherPitchCount","pitchSpeed","pitchZone","startingBalls","startingStrikes","startingOuts","Success","age","sprint_speed","Fastest","AvgSpeed","home_lead","pitchType","pitchTypeDescription"
5,"TOP","kKS","Strike Swinging","R",68,77,12,3,2,1,0,36,25.3,93.6,86.6361177028951,0,"CU","Curveball"
3,"TOP","bB","Ball","R",40,88,7,0,0,0,1,30,28.6,93.8,86.2652086677368,5,"FA","Fastball"
3,"TOP","bB","Ball","R",40,88,7,1,0,0,0,30,28.6,93.8,86.2652086677368,5,"FA","Fastball"
5,"TOP","bB","Ball","R",97,94,11,1,1,1,0,27,27.9,97.9,88.6657084188912,-4,"FA","Fastball"
5,"TOP","bB","Ball","R",97,94,11,0,1,1,1,27,27.9,97.9,88.6657084188912,-4,"FA","Fastball"
4,"TOP","kKS","Strike Swinging","R",47,91,2,3,1,1,1,25,27.6,93.6,86.6361177028951,0,"FA","Fastball"
2,"BOT","kKS","Strike Swinging","R",37,93,8,0,1,2,0,27,28.2,96.2,87.8561661759895,-1,"FA","Fastball"
4,"BOT","bB","Ball","R",75,85,13,0,0,2,1,26,30.4,98.1,90.5704621848739,0,"SL","Slider"
1,"BOT","bB","Ball","R",13,95,11,0,2,1,1,26,30.4,98.1,90.5704621848739,0,"FA","Fastball"
6,"TOP","bB","Ball","R",16,88,13,0,0,1,1,32,26.6,92,84.9525354969574,-1,"FA","Fastball"
3,"TOP","kKS","Strike Swinging","R",43,84,11,2,0,1,1,31,26.7,93.5,85.9274816469837,2,"CH","Changeup"
4,"TOP","kKL","Strike Looking","R",79,98,12,3,2,1,0,33,26.3,101.4,94.1405906593407,1,"FA","Fastball"
6,"TOP","bB","Ball","R",5,90,13,2,2,2,0,29,27.5,96.3,90.2769647696477,-4,"FA","Fastball"
5,"BOT","bB","Ball","R",11,87,12,0,0,2,0,31,26.7,89.8,81.5,1,"SI","Sinker"
5,"TOP","bB","Ball","R",6,89,12,0,0,0,1,29,29.5,94,87.543045112782,-7,"SI","Sinker"
5,"TOP","bB","Ball","R",16,94,11,1,2,2,1,29,28.3,96.1,90.5097754293263,-4,"FA","Fastball"
6,"TOP","kKL","Strike Looking","R",89,78,6,1,1,1,1,26,29.4,94.9,86.6579514824798,-3,"CU","Curveball"
3,"BOT","kKS","Strike Swinging","L",46,89,1,1,2,0,1,36,25,91.6,85.5969173859433,0,"FA","Fastball"
5,"BOT","bB","Ball","L",4,93,13,0,0,0,1,29,25.6,93.8,88.1846245530393,3,"SI","Sinker"
1,"TOP","bB","Ball","R",18,79,10,1,2,2,0,28,25.9,88,74.484242181235,0,"KN","Knuckleball"
1,"BOT","kKL","Strike Looking","R",5,94,6,0,0,0,0,27,27.9,97.6,90.2192374350087,0,"FA","Fastball"
1,"BOT","bB","Ball","R",19,87,12,1,2,2,1,27,28,97.6,90.2192374350087,0,"SP","Splitter"
6,"TOP","kKS","Strike Swinging","R",73,89,3,0,0,0,1,30,26.3,92.8,85.3067039106145,7,"SI","Sinker"
1,"TOP","kKS","Strike Swinging","R",12,81,7,1,1,2,1,28,29.2,92.8,85.3067039106145,0,"SL","Slider"
1,"BOT","kKS","Strike Swinging","R",19,91,3,2,1,2,1,27,28,93.8,86.2652086677368,0,"FA","Fastball"
1,"TOP","bB","Ball","R",13,74,13,2,1,1,1,35,28.4,88,74.484242181235,0,"KN","Knuckleball"
1,"BOT","bB","Ball","R",13,93,11,1,1,3,1,27,27.9,98,88.9162487462387,1,"SL","Slider"
1,"BOT","bB","Ball","R",13,93,11,0,1,2,0,27,27.9,98,88.9162487462387,1,"FA","Fastball"
6,"BOT","kKL","Strike Looking","R",4,93,7,1,0,2,1,27,27.9,97.9,89.2231812577065,4,"FA","Fastball"
1,"TOP","kKS","Strike Swinging","L",16,93,13,2,1,2,0,30,27.5,96.8,91.1168386746334,0,"FA","Fastball"
6,"BOT","bB","Ball","R",16,92,13,0,0,2,0,36,25,96.6,89.7277339346111,2,"FA","Fastball"
1,"BOT","bB","Ball","R",6,87,11,0,0,0,1,27,27.9,98,91.0095447870778,0,"SL","Slider"
4,"BOT","bB","Ball","R",67,87,13,0,0,2,1,31,26.1,98,91.0095447870778,1,"SL","Slider"
7,"BOT","bB","Ball","R",9,81,11,1,1,1,1,27,27.9,94.9,88.2680297397769,1,"CH","Changeup"
8,"TOP","kKS","Strike Swinging","R",14,75,9,0,0,1,1,32,27.3,95,87.5200477326969,0,"CU","Curveball"
6,"BOT","bB","Ball","R",9,82,13,0,2,1,1,27,27.9,93.1,86.3198630136986,4,"SL","Slider"
2,"TOP","kKL","Strike Looking","R",32,87,2,2,0,0,1,34,28.1,92.8,85.3067039106145,-1,"FA","Fastball"
3,"BOT","bB","Ball","R",43,89,12,1,1,1,1,31,28.3,98.6,92.460487804878,1,"SL","Slider"
5,"TOP","bB","Ball","R",85,89,11,2,2,2,1,35,28.4,94.7,87.5335243553009,-1,"SL","Slider"
8,"TOP","bB","Ball","R",20,90,10,0,0,2,1,28,29.2,92.3,86.297995545657,-1,"FA","Fastball"
1,"BOT","kKS","Strike Swinging","R",9,87,4,2,2,1,1,36,28.9,94.7,87.5335243553009,1,"SL","Slider"
6,"TOP","bDB","Dirt Ball","R",5,83,12,3,1,0,0,30,27.9,97.9,89.2231812577065,-1,"SL","Slider"
4,"TOP","kKS","Strike Swinging","R",40,93,13,0,0,1,0,29,26.1,96.7,88.5734529147982,-1,"FA","Fastball"
3,"TOP","bB","Ball","R",42,87,12,1,1,2,1,28,29.2,95.9,86.612538330494,-2,"SP","Splitter"
5,"TOP","bDB","Dirt Ball","R",64,87,12,0,2,0,1,32,26.8,95.9,86.612538330494,0,"SP","Splitter"
8,"BOT","bB","Ball","L",14,80,12,0,1,2,1,29,27.7,93.5,84.8111543450065,3,"SL","Slider"
1,"TOP","kKS","Strike Swinging","R",7,94,2,1,0,0,0,26,29.4,98,91.3646244229962,0,"FA","Fastball"
1,"BOT","bB","Ball","R",11,91,11,0,1,2,1,27,28.3,94,84.650621957815,0,"FA","Fastball"
1,"BOT","kKL","Strike Looking","R",13,90,4,0,0,2,1,27,28.3,92.8,85.076851532897,0,"FA","Fastball"
1,"TOP","bB","Ball","R",8,93,12,1,1,0,1,28,26.7,95.5,88.2470622624963,0,"FA","Fastball"
1,"TOP","bB","Ball","R",8,93,12,2,1,0,0,28,26.7,95.5,88.2470622624963,0,"FA","Fastball"
4,"BOT","kKL","Strike Looking","R",37,79,3,0,2,0,1,29,26.7,94.7,87.3943733022895,-2,"CU","Curveball"
7,"BOT","bB","Ball","R",11,94,13,0,0,0,1,28,29.2,97.9,88.6657084188912,4,"FA","Fastball"
2,"TOP","-","SEE RUNNER(S) OUTCOME","R",0,0,0,0,1,2,0,28,27.3,87.3,77.252186277995,0,"",""
1,"TOP","bB","Ball","R",6,84,10,0,1,0,1,32,28.1,87.3,77.252186277995,0,"FA","Fastball"
5,"TOP","kKS","Strike Swinging","R",80,92,5,3,2,1,1,28,26.4,96,86.0251166407465,-1,"FA","Fastball"
1,"BOT","kKL","Strike Looking","R",9,90,2,0,0,1,1,28,29.2,94.9,85.6360856269113,-3,"FA","Fastball"
6,"TOP","bB","Ball","R",92,96,12,1,2,2,1,32,26.7,98.1,88.4664765525982,1,"FA","Fastball"
7,"BOT","bB","Ball","R",22,93,10,1,2,2,1,25,28,98.8,93.1369874476987,-1,"FA","Fastball"
8,"BOT","bB","Ball","R",9,89,11,2,1,1,1,34,27.5,97.6,90.7578373015873,1,"CT","Cutter"
2,"BOT","bDB","Dirt Ball","R",33,85,12,2,2,2,1,25,28,96.2,89.4476630713919,0,"SL","Slider"
8,"BOT","bB","Ball","R",8,94,11,0,0,2,1,25,28,97.7,91.9408450704225,-1,"FA","Fastball"
6,"BOT","kKL","Strike Looking","R",17,93,4,3,2,1,1,34,25,96.3,90.2769647696477,2,"FA","Fastball"
3,"TOP","kKL","Strike Looking","R",34,74,6,1,0,2,1,26,27.9,98.1,88.4664765525982,1,"CU","Curveball"
3,"BOT","bB","Ball","R",42,90,11,0,0,0,1,34,28.1,93.2,86.9475477971737,0,"SI","Sinker"
3,"BOT","bB","Ball","R",34,83,11,1,1,0,1,31,26.7,91.8,83.8506231054227,1,"SL","Slider"
7,"BOT","bB","Ball","R",13,90,13,1,1,2,1,34,28.1,94,86.489224137931,0,"FA","Fastball"
5,"BOT","bB","Ball","R",71,79,11,2,1,0,1,31,26.7,87.3,77.252186277995,-4,"FA","Fastball"
9,"TOP","kKS","Strike Swinging","R",7,89,11,2,2,0,1,26,27.5,99.1,92.7554121151936,1,"CH","Changeup"
3,"BOT","kKS","Strike Swinging","R",42,96,12,1,1,0,0,35,25.1,100.5,90.9065372168285,0,"FA","Fastball"
6,"TOP","bB","Ball","L",91,93,13,2,2,2,1,33,27.8,96.4,89.0952570480929,0,"FA","Fastball"
9,"TOP","bB","Ball","R",8,91,10,1,0,0,1,35,28.4,99.1,92.7554121151936,1,"CH","Changeup"
1,"BOT","bB","Ball","R",12,94,12,0,0,1,1,34,27.5,97.1,87.6840916125039,1,"SI","Sinker"
5,"TOP","kKS","Strike Swinging","R",74,85,12,3,2,0,1,35,28.4,94.3,88.4799519807923,2,"SL","Slider"
7,"BOT","bB","Ball","R",11,94,11,2,2,0,0,34,28.1,97.4,92.140367965368,1,"FA","Fastball"
3,"TOP","bB","Ball","L",34,93,10,2,2,2,0,36,26.6,96.4,89.0952570480929,-3,"FA","Fastball"
1,"TOP","bDB","Dirt Ball","R",15,73,13,2,2,0,1,25,27.4,98.1,88.4664765525982,-1,"CU","Curveball"
1,"BOT","kKS","Strike Swinging","R",19,90,11,0,0,2,0,28,28.7,95.2,85.0974489795918,2,"FA","Fastball"
3,"TOP","kKL","Strike Looking","L",46,90,6,0,0,2,1,32,27.2,92.9,85.9872606161532,-1,"FA","Fastball"
4,"TOP","bB","Ball","L",60,86,12,2,0,0,0,31,29,92.9,85.9872606161532,-2,"CT","Cutter"
7,"BOT","bB","Ball","L",16,95,13,2,2,2,0,31,28.5,96.8,90.7181395348837,-1,"FA","Fastball"
6,"TOP","bB","Ball","R",87,85,11,3,0,1,0,33,27.8,98.1,90.5704621848739,-1,"SL","Slider"
9,"TOP","bB","Ball","R",29,94,11,1,1,1,0,31,28.3,96.4,88.8610599078341,-3,"FA","Fastball"
3,"TOP","kKL","Strike Looking","R",69,89,2,0,0,2,0,28,26.8,98.4,89.3872859949481,-3,"FA","Fastball"
1,"TOP","bB","Ball","R",11,89,11,2,1,1,0,33,28.8,94.7,87.3943733022895,0,"SP","Splitter"
7,"BOT","bB","Ball","R",11,93,10,0,2,1,0,32,28.7,98.1,90.8550535987749,1,"FA","Fastball"
1,"BOT","bB","Ball","R",7,90,10,0,0,1,1,32,28.7,93.8,86.2652086677368,-3,"FA","Fastball"
1,"BOT","kKL","Strike Looking","R",12,96,7,1,0,1,1,37,26.2,101.4,94.1405906593407,0,"FA","Fastball"
1,"BOT","kKS","Strike Swinging","L",9,84,13,2,2,1,1,30,26.3,95.9,88.9664701803051,0,"CH","Changeup"
3,"TOP","bB","Ball","R",37,92,11,0,0,2,1,26,28.7,95.8,87.754004576659,0,"FA","Fastball"
9,"TOP","bB","Ball","R",18,83,10,2,1,2,1,27,26.2,98,89.3102827763496,-3,"CH","Changeup"
10,"BOT","kKL","Strike Looking","R",6,98,6,0,0,1,1,32,27.2,98.7,92.7442901234568,0,"FA","Fastball"
1,"BOT","bB","Ball","R",8,81,13,1,0,0,1,33,26.7,94.6,87.4306577480491,0,"SL","Slider"
1,"BOT","kKS","Strike Swinging","R",9,92,13,3,2,0,1,33,26.7,95,85.5925373134328,-1,"FA","Fastball"
3,"TOP","bDB","Dirt Ball","R",30,89,12,0,1,1,1,30,25.9,98.7,90.7064921090387,0,"SL","Slider"
5,"BOT","kKL","Strike Looking","R",65,92,6,0,0,0,1,33,26.7,96.7,88.5734529147982,-1,"FA","Fastball"
5,"BOT","kKS","Strike Swinging","R",74,83,13,1,1,0,1,33,26.7,101.6,91.8445738239404,4,"SL","Slider"
7,"BOT","kKS","Strike Swinging","R",10,86,6,3,2,0,1,34,27,101.2,90.0159967845659,2,"CU","Curveball"
7,"BOT","bB","Ball","R",22,89,12,1,1,2,0,31,26.7,91.9,83.6180217937972,2,"FA","Fastball"
7,"BOT","bB","Ball","R",3,91,11,1,1,0,0,33,26.7,93.4,86.0326959847036,1,"FA","Fastball"
2,"BOT","bB","Ball","L",25,91,11,0,0,1,1,32,26.7,92.6,84.7209312259718,0,"FA","Fastball"
7,"TOP","bB","Ball","R",16,95,11,0,0,2,1,31,29,98.9,92.8452149791956,2,"FA","Fastball"
8,"TOP","bB","Ball","R",37,86,11,2,1,2,0,38,26.7,100.4,93.7679738562092,-3,"SL","Slider"
8,"TOP","bB","Ball","R",37,86,11,1,1,2,1,38,26.7,100.4,93.7679738562092,-3,"SL","Slider"
8,"BOT","kKL","Strike Looking","R",22,94,2,0,0,1,1,28,27.4,96.4,89.2888030888031,4,"FA","Fastball"
1,"TOP","bB","Ball","L",16,87,13,0,1,2,1,32,26.6,92.6,84.7209312259718,0,"CT","Cutter"
2,"BOT","bB","Ball","L",25,94,10,2,2,2,1,27,29.2,96.6,88.3875874125874,-1,"FA","Fastball"
2,"BOT","bB","Ball","L",25,94,10,3,2,2,0,27,29.2,96.6,88.3875874125874,-1,"FA","Fastball"
6,"BOT","bB","Ball","R",72,92,12,0,0,2,1,26,29.4,97.8,90.124321880651,-4,"FA","Fastball"
1,"TOP","bB","Ball","R",10,92,11,1,1,0,1,28,26.7,93.4,86.6806425041186,0,"FA","Fastball"
3,"TOP","-","SEE RUNNER(S) OUTCOME","R",0,0,0,0,0,1,1,32,26.6,93.4,86.6806425041186,-1,"",""
