"inning","inningHalf","outcomeId","outcomeDescription","pitcherThrowHand","pitcherPitchCount","pitchSpeed","pitchZone","startingBalls","startingStrikes","startingOuts","Success","age","sprint_speed","Fastest","AvgSpeed","home_lead","pitchType","pitchTypeDescription"
1,"BOT","bB","Ball","L",6,93,11,0,0,0,0,30,28.6,95.2,87.8981790591806,0,"FA","Fastball"
1,"TOP","bB","Ball","R",21,91,13,1,2,2,1,30,27.3,93.2,86.9475477971737,0,"FA","Fastball"
1,"TOP","kKL","Strike Looking","R",15,94,6,1,0,2,0,32,25.9,97.3,87.9906436233611,0,"FA","Fastball"
2,"BOT","bB","Ball","R",29,84,13,2,2,2,1,30,25.9,95,85.5925373134328,-1,"SL","Slider"
8,"TOP","kKL","Strike Looking","L",9,77,5,0,1,1,1,28,29.9,95.6,85.8666666666667,1,"CU","Curveball"
1,"BOT","kKS","Strike Swinging","R",16,85,7,3,2,1,1,26,27.7,94.7,87.3943733022895,0,"SP","Splitter"
3,"BOT","bB","Ball","R",43,83,11,1,0,1,0,26,30.3,94.7,87.3943733022895,0,"SP","Splitter"
3,"BOT","kKS","Strike Swinging","R",41,86,2,2,1,1,1,32,26.9,94.7,87.3943733022895,-1,"SL","Slider"
1,"BOT","kKS","Strike Swinging","R",16,85,7,3,3,2,0,26,27.7,94.7,87.3943733022895,0,"SP","Splitter"
2,"BOT","bB","Ball","R",53,89,11,1,0,2,1,32,26.9,93.5,85.9274816469837,1,"FA","Fastball"
7,"BOT","kKL","Strike Looking","R",9,91,6,1,0,0,1,33,25.7,94.5,87.8171717171717,4,"FA","Fastball"
1,"BOT","kKS","Strike Swinging","R",21,88,7,0,0,1,1,27,27.8,98,91.0095447870778,3,"SL","Slider"
7,"BOT","bB","Ball","L",100,91,10,2,1,1,1,28,27,96.6,88.3875874125874,4,"FA","Fastball"
2,"TOP","bB","Ball","R",17,92,13,2,2,0,0,32,25.5,95.9,89.5046264457643,0,"SI","Sinker"
9,"TOP","bB","Ball","R",12,86,11,1,1,1,1,26,27.7,98.1,92.3800632911392,-2,"SL","Slider"
2,"BOT","bB","Ball","L",32,91,10,0,1,1,0,27,27.8,95.7,87.7855027760642,0,"SI","Sinker"
9,"TOP","kKL","Strike Looking","R",12,83,5,1,1,1,1,32,28.1,96.9,90.2055253623188,1,"CU","Curveball"
5,"BOT","bB","Ball","L",74,75,11,1,0,0,1,39,29.1,97.2,87.4781659388646,0,"CU","Curveball"
6,"BOT","bB","Ball","R",90,81,13,0,0,1,1,27,27.8,87.3,77.252186277995,-1,"FA","Fastball"
2,"BOT","bB","Ball","R",34,75,12,2,2,2,1,30,28.5,87.3,77.252186277995,-1,"SL","Slider"
4,"BOT","kFT","Foul Tip","R",67,83,12,1,0,0,0,28,27,90.8,83.4304971638305,-1,"CT","Cutter"
6,"TOP","bB","Ball","R",75,92,12,1,0,1,1,35,28.4,95.9,89.5046264457643,5,"SI","Sinker"
8,"TOP","bB","Ball","L",1,93,9,0,0,1,1,28,29.9,99,87.932776801406,0,"FA","Fastball"
6,"BOT","bB","Ball","R",91,93,11,0,0,2,1,27,27.8,97.1,87.6840916125039,0,"SI","Sinker"
1,"BOT","kKL","Strike Looking","R",14,92,11,1,1,1,1,32,26.8,97.1,87.6840916125039,0,"SI","Sinker"
6,"BOT","bB","Ball","R",101,90,10,1,2,0,0,39,29.1,95.2,88.6017747858017,1,"FA","Fastball"
5,"BOT","bB","Ball","R",93,92,1,1,1,0,1,26,27.5,97.1,87.6840916125039,0,"FA","Fastball"
1,"BOT","kKL","Strike Looking","R",8,88,9,0,0,1,1,39,29.1,95.2,88.6017747858017,-3,"FA","Fastball"
9,"BOT","bB","Ball","R",11,85,11,0,1,2,1,39,29.1,101,92.7940108892922,0,"SL","Slider"
6,"TOP","bB","Ball","R",8,82,13,0,2,0,1,29,27.1,97.2,91.5511111111111,0,"CU","Curveball"
2,"BOT","bDB","Dirt Ball","L",39,89,12,1,2,2,1,30,28.5,96.4,89.7305042016807,2,"CT","Cutter"
2,"BOT","kKL","Strike Looking","R",43,91,9,0,1,2,1,26,27.5,93.8,86.2652086677368,4,"FA","Fastball"
6,"BOT","bB","Ball","R",18,94,13,1,2,1,0,27,27.8,97.9,88.6657084188912,0,"FA","Fastball"
5,"BOT","bB","Ball","R",60,92,11,2,0,2,1,39,29.1,96.9,90.117090784044,-1,"SI","Sinker"
1,"BOT","bDB","Dirt Ball","L",11,86,12,1,1,1,1,32,26.8,95.2,87.8981790591806,-2,"CH","Changeup"
5,"TOP","kKL","Strike Looking","R",13,86,4,1,0,2,1,31,26.7,94,86.489224137931,-3,"SL","Slider"
7,"BOT","bDB","Dirt Ball","L",16,78,13,0,2,1,1,28,25.9,96.4,90.8479865771812,4,"CU","Curveball"
2,"BOT","kKS","Strike Swinging","R",18,94,4,3,2,0,0,32,26.7,95.7,88.349076733689,0,"FA","Fastball"
7,"BOT","kKS","Strike Swinging","R",14,96,11,0,1,2,1,29,25.6,98.3,91.6724014336918,2,"FA","Fastball"
2,"BOT","bB","Ball","R",27,86,11,2,1,2,1,28,27.1,92.1,86.1913525498891,-1,"SI","Sinker"
1,"TOP","bB","Ball","R",9,95,13,0,1,1,0,29,26.8,98.9,90.9254929577465,0,"FA","Fastball"
3,"BOT","bB","Ball","R",47,87,11,1,0,0,0,28,27.9,92.3,87.4934911242604,3,"SI","Sinker"
7,"TOP","bB","Ball","R",11,93,12,1,2,1,1,28,26.8,94.9,87.9952606635071,-3,"FA","Fastball"
4,"BOT","kKS","Strike Swinging","R",2,93,4,1,0,2,1,30,28.6,94.7,87.3943733022895,4,"FA","Fastball"
3,"BOT","bB","Ball","R",45,92,11,0,0,2,0,33,27.8,98.4,89.3872859949481,2,"FA","Fastball"
4,"TOP","bB","Ball","R",59,89,13,0,0,2,1,28,27.4,99,91.9214359504132,2,"SL","Slider"
8,"BOT","kKL","Strike Looking","R",11,91,6,0,0,2,1,28,27.9,93.9,86.5768041237113,4,"FA","Fastball"
7,"BOT","bB","Ball","R",108,92,10,0,2,2,0,31,26.7,95.2,88.6017747858017,0,"FA","Fastball"
8,"BOT","bB","Ball","R",2,92,11,0,0,0,0,27,29.5,97.9,88.6657084188912,4,"FA","Fastball"
4,"TOP","bB","Ball","R",53,94,11,1,1,0,0,38,26.7,96.7,89.4685254691689,2,"FA","Fastball"
1,"BOT","bB","Ball","L",11,88,13,1,0,1,1,28,27.9,93.1,83.1792692613185,-3,"FA","Fastball"
5,"BOT","bB","Ball","L",80,84,12,2,0,2,1,28,27.9,95.9,88.9664701803051,2,"CH","Changeup"
6,"BOT","bB","Ball","R",12,96,10,0,1,2,1,29,25.6,98.9,92.4140374331551,1,"FA","Fastball"
3,"BOT","bB","Ball","R",38,88,13,1,1,2,1,31,28.5,92.8,85.076851532897,2,"FA","Fastball"
5,"TOP","bDB","Dirt Ball","L",79,81,12,2,2,0,1,31,28.5,94.3,85.487557840617,0,"SL","Slider"
4,"TOP","bB","Ball","R",53,83,13,0,2,0,1,28,26.8,94.2,87.6513026052104,3,"SL","Slider"
1,"BOT","bB","Ball","R",8,95,12,1,0,0,0,29,28.7,99,91.9214359504132,-1,"FA","Fastball"
5,"BOT","kKL","Strike Looking","R",78,90,4,0,0,0,1,28,26.7,93.5,85.9274816469837,2,"FA","Fastball"
3,"BOT","bB","Ball","R",49,90,11,0,0,2,1,28,26.7,93.5,85.9274816469837,-1,"FA","Fastball"
5,"BOT","bB","Ball","R",73,89,12,0,1,0,1,26,30.1,93.5,85.9274816469837,1,"FA","Fastball"
6,"TOP","bB","Ball","L",71,93,10,0,1,1,1,32,28.1,95.2,87.8981790591806,-1,"FA","Fastball"
1,"BOT","kKS","Strike Swinging","R",11,96,6,3,2,0,0,26,28.7,99.8,90.6929650613787,0,"FA","Fastball"
2,"TOP","bDB","Dirt Ball","R",38,86,13,0,0,0,1,32,28.7,93.5,85.9274816469837,-5,"CT","Cutter"
2,"TOP","bB","Ball","R",34,88,11,2,1,0,1,29,27.1,93.5,85.9274816469837,-3,"CT","Cutter"
10,"BOT","bB","Ball","R",10,91,11,1,0,1,1,31,28.3,94.7,87.3943733022895,0,"SI","Sinker"
8,"TOP","bB","Ball","R",11,95,12,1,0,1,1,39,22.5,97.7,91.9408450704225,-3,"FA","Fastball"
9,"TOP","bB","Ball","R",24,92,13,1,1,2,0,29,29.5,98.4,91.2376091954023,-4,"FA","Fastball"
1,"TOP","kKL","Strike Looking","R",7,96,8,0,0,0,1,29,29.5,99,91.9214359504132,0,"FA","Fastball"
5,"BOT","bB","Ball","R",76,92,11,0,1,0,0,32,27.2,97.8,90.4255184088024,0,"FA","Fastball"
7,"TOP","bB","Ball","R",17,98,11,0,0,2,1,32,26.4,102,95.7007366482505,-3,"FA","Fastball"
1,"BOT","kKS","Strike Swinging","L",11,87,9,1,1,1,1,36,25.3,96.3,89.1275942298744,-1,"SL","Slider"
6,"BOT","kKS","Strike Swinging","R",10,84,13,0,1,0,1,28,27.4,95.8,87.998231292517,3,"SL","Slider"
6,"TOP","bB","Ball","R",7,90,11,2,1,0,1,32,28.1,95.8,89.7341030195382,2,"FA","Fastball"
6,"BOT","bB","Ball","R",3,95,7,0,0,2,1,28,27.4,96.9,88.5377358490566,1,"FA","Fastball"
3,"TOP","bB","Ball","R",34,97,11,0,0,0,1,29,29.5,101.4,94.1405906593407,1,"SI","Sinker"
6,"TOP","kKS","Strike Swinging","R",84,91,12,3,2,0,1,28,25.9,101.4,94.1405906593407,2,"CH","Changeup"
2,"TOP","kFT","Foul Tip","L",36,93,3,2,2,0,0,31,24.8,96.3,89.1275942298744,0,"SI","Sinker"
4,"TOP","kKL","Strike Looking","R",47,91,6,0,0,1,1,28,26.6,101.4,94.1405906593407,0,"SL","Slider"
7,"BOT","kKS","Strike Swinging","R",11,90,4,2,1,1,0,38,26.5,95.4,89.5937835763622,0,"CT","Cutter"
6,"TOP","bB","Ball","R",81,93,13,0,0,1,1,28,28.7,101.4,94.1405906593407,0,"SL","Slider"
7,"BOT","kKL","Strike Looking","R",13,90,6,1,0,2,1,35,25.4,99.3,91.573231218089,2,"FA","Fastball"
8,"TOP","kKL","Strike Looking","R",10,91,5,0,1,0,1,26,28.2,95,87.1661733615222,-4,"FA","Fastball"
3,"TOP","bB","Ball","R",41,94,11,0,0,2,1,29,28.3,95.7,88.349076733689,1,"FA","Fastball"
7,"TOP","bB","Ball","L",1,94,3,0,0,2,1,31,28.5,96.4,90.8479865771812,-1,"FA","Fastball"
1,"TOP","bB","Ball","R",7,90,11,0,0,0,1,31,28.5,95,85.5925373134328,0,"FA","Fastball"
5,"TOP","bPO","Pitch Out","R",88,87,11,0,1,0,1,31,29,92.1,86.1913525498891,-1,"PI","Pitchout"
10,"TOP","kKS","Strike Swinging","R",16,86,13,2,2,1,1,27,28.3,98.3,91.6724014336918,0,"SL","Slider"
1,"TOP","bB","Ball","R",12,89,12,2,2,0,1,26,30.4,92.1,86.1913525498891,0,"FA","Fastball"
4,"TOP","bB","Ball","R",60,92,11,0,2,1,1,27,28.3,94.6,87.4306577480491,1,"FA","Fastball"
1,"TOP","bDB","Dirt Ball","R",14,78,13,0,1,2,1,34,25.9,96.1,86.014118705036,0,"CU","Curveball"
9,"TOP","bB","Ball","R",21,90,13,0,2,2,1,25,28,95.3,88.525,0,"CT","Cutter"
2,"BOT","bDB","Dirt Ball","R",28,73,12,0,2,2,1,33,25.3,93.7,83.4505389980977,0,"CU","Curveball"
9,"TOP","bB","Ball","R",13,89,13,0,0,2,1,28,27.4,96.4,89.9498815165877,-4,"SL","Slider"
1,"BOT","bB","Ball","R",7,80,12,0,0,0,1,34,25.8,99.2,90.5791819088793,1,"SL","Slider"
1,"TOP","kKL","Strike Looking","R",17,96,4,3,2,1,1,34,26.8,98.3,91.3542706502636,0,"FA","Fastball"
6,"TOP","bPO","Pitch Out","R",86,91,11,0,2,2,0,36,28.9,95.5,89.6753062540297,0,"PI","Pitchout"
7,"BOT","bB","Ball","R",5,92,12,2,0,0,1,30,28,97.9,89.2231812577065,2,"FA","Fastball"
2,"TOP","bB","Ball","R",46,89,13,1,0,2,0,30,27.4,96.2,88.1045780969479,-5,"CT","Cutter"
4,"TOP","bB","Ball","R",68,94,12,0,1,2,0,29,29.3,96.9,88.7281210592686,3,"FA","Fastball"
6,"BOT","bPO","Pitch Out","R",11,90,13,1,1,1,0,29,27.4,102,95.7007366482505,2,"PI","Pitchout"
3,"TOP","kKS","Strike Swinging","R",50,87,7,2,0,0,1,26,27.5,94.7,87.3943733022895,-3,"SL","Slider"
1,"TOP","kKL","Strike Looking","R",18,93,8,3,2,1,0,35,25.9,98.4,89.3872859949481,-1,"FA","Fastball"
5,"BOT","bB","Ball","R",61,89,13,0,1,1,0,30,27.6,95.9,89.5046264457643,0,"SL","Slider"
5,"TOP","bB","Ball","R",61,96,11,2,2,0,0,36,26.2,96.7,90.915206185567,0,"FA","Fastball"
2,"TOP","kKL","Strike Looking","R",32,90,1,3,2,1,0,36,26.4,93.7,85.9162055335968,0,"FA","Fastball"
12,"BOT","kKS","Strike Swinging","R",8,80,11,2,1,2,1,26,30.3,90.9,84.6117647058824,0,"CH","Changeup"
2,"BOT","bB","Ball","R",38,82,13,0,0,1,1,32,28.1,87.3,77.252186277995,-2,"FA","Fastball"
9,"TOP","bDB","Dirt Ball","R",7,83,13,1,1,0,1,29,27.1,96.6,89.7277339346111,-1,"CU","Curveball"
8,"BOT","kKS","Strike Swinging","R",9,85,13,1,2,0,0,29,27.7,96.4,88.8610599078341,-3,"SL","Slider"
6,"BOT","bDB","Dirt Ball","R",12,88,12,0,0,2,1,32,28.1,96.1,88.1946411483254,1,"SL","Slider"
9,"BOT","kKL","Strike Looking","R",4,92,6,0,1,0,0,29,27.7,96.9,90.2055253623188,0,"FA","Fastball"
8,"TOP","kKL","Strike Looking","R",12,85,4,0,1,1,0,30,28,96.4,88.8610599078341,-5,"SL","Slider"
1,"BOT","kKL","Strike Looking","R",4,90,11,0,0,0,1,32,28.1,94.5,87.8171717171717,0,"FA","Fastball"
3,"BOT","bB","Ball","R",42,85,11,0,0,0,1,26,30.3,94.5,87.8171717171717,0,"SL","Slider"
4,"TOP","bB","Ball","L",47,83,10,0,0,0,1,29,28.6,95.7,87.7855027760642,-1,"CH","Changeup"
8,"TOP","bB","Ball","L",9,93,13,0,1,1,1,34,28.1,94.3,86.7424354243542,-2,"SI","Sinker"
5,"BOT","bB","Ball","R",84,92,11,1,0,1,1,32,28.1,94.3,88.4799519807923,-2,"FA","Fastball"
2,"BOT","bB","Ball","L",32,75,11,0,0,2,1,32,28.1,94.3,85.487557840617,1,"CU","Curveball"
2,"TOP","bB","Ball","R",38,83,13,2,2,2,1,30,25.9,94.2,87.2182520325203,0,"SL","Slider"
5,"BOT","kFT","Foul Tip","L",87,79,12,3,2,1,1,26,27.7,94.3,85.487557840617,0,"CH","Changeup"
8,"BOT","kKS","Strike Swinging","R",12,84,13,1,2,1,0,26,28.2,96.7,89.8723926380368,3,"SL","Slider"
3,"TOP","kKS","Strike Swinging","R",35,82,12,2,2,1,0,29,29.4,95.9,86.612538330494,1,"SL","Slider"
2,"TOP","bB","Ball","R",46,85,12,1,2,2,1,27,27.9,98.4,90.1001657275439,-1,"SL","Slider"
2,"BOT","bB","Ball","R",26,90,12,2,0,0,1,29,26.9,93.2,86.9475477971737,0,"SI","Sinker"
1,"BOT","kKS","Strike Swinging","R",13,72,7,2,1,1,1,36,28.9,91.8,83.8506231054227,-1,"CU","Curveball"
4,"BOT","bDB","Dirt Ball","R",70,85,11,1,2,2,1,36,28.9,94.7,87.5335243553009,-1,"CH","Changeup"
4,"TOP","bB","Ball","R",69,86,13,2,2,0,1,28,28.8,95.9,86.612538330494,1,"SL","Slider"
6,"TOP","bDB","Dirt Ball","R",5,83,12,2,1,0,1,30,27.9,97.9,89.2231812577065,-1,"SL","Slider"
8,"TOP","kKS","Strike Swinging","R",18,93,12,0,0,0,1,27,28.2,96.6,89.8447470817121,-4,"FA","Fastball"
3,"TOP","bB","Ball","R",45,91,11,2,1,2,0,28,25.9,92.8,85.076851532897,-2,"FA","Fastball"
8,"TOP","bB","Ball","R",14,93,13,1,0,2,1,29,26.8,97.1,90.1177177177177,5,"FA","Fastball"
2,"BOT","-","SEE RUNNER(S) OUTCOME","R",0,0,0,0,0,1,0,37,22.8,94.3,88.6882896764253,1,"",""
6,"TOP","bDB","Dirt Ball","R",3,86,12,0,2,2,1,28,26,98.9,92.4140374331551,-4,"SL","Slider"
3,"BOT","bDB","Dirt Ball","R",38,84,12,2,2,0,1,29,27.5,95.3,87.6938892233594,1,"CH","Changeup"
3,"TOP","bB","Ball","R",43,88,13,0,0,2,1,33,26.7,97,89.8885632183908,1,"CT","Cutter"
7,"TOP","bDB","Dirt Ball","L",7,84,12,0,2,2,1,27,28.3,93.8,88.5053986710963,-5,"SL","Slider"
7,"TOP","bB","Ball","R",10,85,11,1,2,0,0,31,27.2,97.9,88.6657084188912,-4,"CH","Changeup"
9,"TOP","bB","Ball","R",14,92,13,2,1,0,1,32,26.9,98.9,91.7981715893108,1,"CT","Cutter"
2,"BOT","kKS","Strike Swinging","R",29,93,3,3,2,1,1,30,25.8,95.2,88.6194721407625,0,"FA","Fastball"
4,"TOP","kKS","Strike Swinging","R",37,86,4,2,1,0,0,29,26.8,93.2,85.4592574499267,0,"CT","Cutter"
8,"TOP","bB","Ball","R",10,99,13,0,2,1,0,27,28,99.9,92.4046448087432,1,"FA","Fastball"
7,"BOT","kKS","Strike Swinging","R",92,86,8,1,1,0,1,32,26.9,91,84.630038691523,-3,"SI","Sinker"
10,"BOT","bB","Ball","R",12,80,11,0,2,1,1,32,26.6,96.4,89.054261954262,0,"CU","Curveball"
8,"BOT","bB","Ball","L",3,90,13,2,0,2,1,32,26.6,94.7,89.1520833333333,0,"FA","Fastball"
9,"TOP","bDB","Dirt Ball","R",18,85,12,1,1,2,0,25,27.6,95,87.5200477326969,-1,"FO","Forkball"
5,"TOP","bB","Ball","R",78,77,11,1,2,2,1,32,27.3,92.8,85.3067039106145,1,"SL","Slider"
6,"BOT","bB","Ball","R",100,95,12,0,1,1,1,36,26.2,98,91.0095447870778,0,"FA","Fastball"
6,"TOP","kKL","Strike Looking","R",89,78,6,1,2,1,0,26,29.4,94.9,86.6579514824798,-3,"CU","Curveball"
1,"BOT","bB","Ball","R",8,86,12,1,1,0,1,27,27.9,93.8,86.2652086677368,0,"CH","Changeup"
4,"BOT","bB","Ball","R",95,90,11,2,2,2,1,27,28,94.3,88.6882896764253,1,"FA","Fastball"
1,"TOP","kKL","Strike Looking","L",10,95,4,0,0,0,1,34,27.5,96.3,88.8212820512821,-1,"SI","Sinker"
3,"TOP","kKL","Strike Looking","R",46,90,11,3,1,0,1,29,27.7,93.8,86.2652086677368,-2,"FA","Fastball"
1,"TOP","bPO","Pitch Out","R",11,89,11,0,0,1,0,29,27.7,93.8,86.2652086677368,0,"PI","Pitchout"
7,"BOT","kKS","Strike Swinging","R",101,94,7,0,0,2,1,34,28.1,98.4,90.1001657275439,0,"FA","Fastball"
6,"TOP","bB","Ball","R",77,91,11,1,0,0,0,29,29.5,96.6,88.790958690569,4,"FA","Fastball"
8,"BOT","bB","Ball","R",5,91,12,0,0,1,1,32,26.6,95.8,87.998231292517,-2,"SI","Sinker"
8,"TOP","bB","Ball","R",14,88,12,0,1,1,1,28,27.4,97.9,91.851875,-2,"SL","Slider"
1,"TOP","bB","Ball","R",15,93,12,0,0,0,1,28,27.9,96.6,88.790958690569,0,"FA","Fastball"
3,"TOP","kKL","Strike Looking","R",53,92,7,1,1,1,1,35,26.1,96.6,88.790958690569,-1,"FA","Fastball"
4,"BOT","bB","Ball","R",54,93,2,1,1,1,0,32,26.6,95,88.358908045977,-1,"FA","Fastball"
3,"TOP","kKS","Strike Swinging","R",74,90,2,0,1,2,1,26,30.4,96.6,88.790958690569,-5,"FA","Fastball"
1,"TOP","kKL","Strike Looking","R",14,70,7,0,1,2,1,29,28.6,87.3,77.252186277995,0,"CU","Curveball"
6,"TOP","bPO","Pitch Out","L",8,88,13,0,2,2,1,28,29.2,93.1,85.9178835978836,-2,"PI","Pitchout"
5,"TOP","bB","Ball","R",60,70,12,1,0,1,1,28,29.2,87.3,77.252186277995,1,"CU","Curveball"
9,"BOT","kKL","Strike Looking","R",18,83,4,0,1,1,1,28,29.2,91.4,85.3062770562771,-3,"CH","Changeup"
1,"TOP","kKS","Strike Swinging","R",13,84,11,0,2,0,0,28,28.4,87.3,77.252186277995,0,"FA","Fastball"
1,"TOP","kKS","Strike Swinging","R",13,84,11,0,3,2,1,28,28.4,87.3,77.252186277995,0,"FA","Fastball"
6,"BOT","bB","Ball","R",85,82,12,3,2,0,0,29,26.1,90.7,84.3294539437397,0,"SL","Slider"
6,"BOT","bB","Ball","R",85,82,13,2,2,0,1,29,26.1,90.7,84.3294539437397,0,"SL","Slider"
5,"TOP","kKL","Strike Looking","L",83,86,8,0,0,2,1,27,29.5,97.2,87.4781659388646,0,"CH","Changeup"
9,"BOT","bB","Ball","R",11,87,12,0,0,2,1,28,27.4,99.1,92.7554121151936,-1,"CH","Changeup"
2,"TOP","kKL","Strike Looking","R",43,79,4,3,2,1,0,24,26.5,96,86.0251166407465,-4,"SL","Slider"
3,"TOP","kKL","Strike Looking","R",12,80,2,1,1,1,0,25,28,94.9,86.7279373368146,-4,"CU","Curveball"
1,"TOP","kKL","Strike Looking","R",16,71,4,3,2,1,0,36,25,87.3,77.252186277995,0,"CU","Curveball"
1,"TOP","kKL","Strike Looking","R",16,71,4,3,1,1,1,36,25,87.3,77.252186277995,0,"CU","Curveball"
1,"TOP","bB","Ball","R",15,76,12,1,2,1,1,27,25.5,87.3,77.252186277995,-1,"CH","Changeup"
2,"TOP","kKL","Strike Looking","R",34,94,5,0,0,0,1,31,27.2,97.7,91.1365546218487,-2,"FA","Fastball"
6,"BOT","bB","Ball","L",90,94,13,0,0,2,1,30,26.3,96.4,89.0867478510029,4,"FA","Fastball"
4,"BOT","kKS","Strike Swinging","R",54,88,13,0,0,0,1,28,25.3,98.4,91.0392941176471,3,"CH","Changeup"
2,"BOT","bB","Ball","L",28,93,13,1,2,2,0,31,27.2,95,87.1629374337222,1,"SI","Sinker"
3,"TOP","bB","Ball","R",31,78,12,1,1,1,1,34,28.1,93.2,86.9475477971737,7,"CU","Curveball"
8,"TOP","bB","Ball","L",42,89,2,1,1,1,1,31,26.7,92.6,84.9402969247084,-5,"FA","Fastball"
1,"TOP","kKS","Strike Swinging","R",9,89,10,3,1,0,0,26,26.7,91.8,83.8506231054227,0,"FA","Fastball"
3,"TOP","bB","Ball","R",41,93,10,2,2,0,0,29,29.3,95.9,87.5559477585598,-1,"FA","Fastball"
8,"TOP","bB","Ball","L",20,93,10,2,2,2,1,28,27.9,93.8,88.5053986710963,-1,"FA","Fastball"
7,"TOP","bB","Ball","L",7,96,11,0,2,0,1,28,27.1,100.9,91.7577692307692,-1,"FA","Fastball"
8,"TOP","bB","Ball","R",6,79,12,0,0,2,1,33,25.3,96.9,89.0951162790698,-2,"CU","Curveball"
1,"BOT","bB","Ball","R",5,84,11,0,1,1,1,30,27.6,94.5,87.8171717171717,0,"CH","Changeup"
8,"TOP","bB","Ball","R",17,82,12,2,2,2,1,25,27.6,101.2,90.0159967845659,-1,"CU","Curveball"
5,"TOP","bB","Ball","R",75,92,13,1,2,1,1,35,28.4,96.7,88.5734529147982,4,"FA","Fastball"
1,"BOT","bB","Ball","R",17,95,13,0,0,2,1,30,27.6,99.2,90.5791819088793,0,"FA","Fastball"
2,"TOP","kKL","Strike Looking","R",31,93,7,0,0,0,0,27,28.6,98.4,91.2376091954023,0,"FA","Fastball"
2,"TOP","bDB","Dirt Ball","R",28,85,13,0,2,0,1,25,27.7,99,91.9214359504132,1,"CU","Curveball"
3,"BOT","bB","Ball","R",59,76,12,3,1,2,0,28,26.8,87.3,77.252186277995,-5,"CH","Changeup"
7,"BOT","kKS","Strike Swinging","R",4,93,5,1,0,0,1,28,26.8,96.4,90.2688816855754,4,"FA","Fastball"
6,"BOT","bB","Ball","R",100,92,13,0,0,1,1,32,27.2,95.2,88.6194721407625,-2,"FA","Fastball"
6,"BOT","kKS","Strike Swinging","R",92,90,10,3,2,0,0,33,25.2,93.3,84.6869395711501,4,"FA","Fastball"
10,"BOT","bB","Ball","R",10,94,10,0,0,2,1,31,29,98.2,91.4338056680162,0,"FA","Fastball"
3,"BOT","kKS","Strike Swinging","R",56,83,12,1,2,1,1,28,26.8,98,90.8314715359828,-3,"SL","Slider"
1,"BOT","kKL","Strike Looking","R",3,97,4,0,0,0,1,31,28.5,101.4,94.1405906593407,0,"FA","Fastball"
1,"BOT","bB","Ball","R",6,89,12,0,0,0,1,31,28.5,93.4,86.6806425041186,-1,"FA","Fastball"
8,"TOP","bB","Ball","R",6,96,11,0,0,0,0,30,26.4,97.8,92.8384615384615,-4,"FA","Fastball"
2,"BOT","bB","Ball","R",38,92,13,0,1,2,1,28,27.1,95.8,87.754004576659,3,"FA","Fastball"
7,"TOP","bB","Ball","L",10,91,10,0,2,0,1,29,29.5,96.4,89.308380952381,0,"FA","Fastball"
9,"BOT","bDB","Dirt Ball","L",13,76,12,2,2,2,1,37,22.8,97.8,90.496080760095,-2,"CU","Curveball"
8,"TOP","kKL","Strike Looking","R",12,83,3,3,2,0,0,36,26.1,95.9,87.5426630434783,0,"SL","Slider"
3,"BOT","bB","Ball","R",39,82,11,1,1,2,0,29,28.7,93,83.5683195592287,1,"CH","Changeup"
1,"BOT","bB","Ball","R",21,96,10,0,1,0,1,28,26.7,98.7,90.7064921090387,1,"FA","Fastball"
5,"TOP","kKS","Strike Swinging","R",64,77,7,2,2,1,1,29,27.5,95.2,85.0974489795918,0,"CU","Curveball"
6,"BOT","bB","Ball","R",79,76,13,1,0,0,1,29,27.5,95.8,87.754004576659,-2,"CU","Curveball"
6,"TOP","kKL","Strike Looking","R",14,92,7,2,1,2,1,32,26.8,94.5,89.161935483871,-4,"FA","Fastball"
7,"BOT","bB","Ball","R",7,75,12,0,0,2,1,29,29.4,95.9,87.9993657505285,-1,"CU","Curveball"
4,"TOP","kKS","Strike Swinging","R",86,83,3,2,2,1,1,30,27.4,98.2,89.0877208099957,-6,"CH","Changeup"
6,"TOP","bDB","Dirt Ball","R",102,73,12,1,2,2,1,25,27.7,94.6,84.1247819063005,-2,"CU","Curveball"
6,"BOT","bB","Ball","R",105,84,12,1,2,2,0,30,27.6,95.3,87.6938892233594,-1,"SL","Slider"
7,"TOP","bB","Ball","R",91,72,11,0,2,1,1,28,27.1,94.6,84.1247819063005,3,"CU","Curveball"
7,"TOP","kKL","Strike Looking","R",15,99,6,0,0,2,1,35,26.1,101,94.6967289719626,-5,"FA","Fastball"
4,"BOT","bDB","Dirt Ball","L",54,87,12,0,0,2,1,29,28.1,96.3,88.3601762114537,0,"SL","Slider"
1,"BOT","kFT","Foul Tip","R",14,78,12,2,2,0,1,30,27.6,97.6,88.3974712643678,0,"CU","Curveball"
1,"BOT","kKS","Strike Swinging","L",17,88,3,3,2,1,0,34,26,93.4,86.267263681592,0,"CT","Cutter"
1,"TOP","bB","Ball","R",9,90,11,0,0,1,1,31,29,95,88.358908045977,0,"CT","Cutter"
3,"TOP","kKS","Strike Swinging","R",15,81,11,1,2,0,1,33,25.2,97.5,88.9898193760263,-1,"CU","Curveball"
1,"BOT","kFT","Foul Tip","R",14,94,2,3,2,1,1,34,25.4,95,85.5925373134328,0,"FA","Fastball"
4,"TOP","bB","Ball","R",84,98,10,0,2,1,1,25,28.7,101.4,94.1405906593407,-3,"FA","Fastball"
