game_state,inning,half_inning,home_lead,win_ex,run_ex,li,First,Second,Third,Outs
-2-:0,1,top,3,0.697215,1.235741,1.078239,0,1,0,0
-2-:0,1,top,4,0.76784,1.235741,0.961979,0,1,0,0
-2-:0,1,top,5,0.827445,1.235741,0.81317,0,1,0,0
-2-:0,1,top,6,0.87459,1.235741,0.652114,0,1,0,0
-2-:0,1,top,7,0.91034,1.235741,0.502815,0,1,0,0
-2-:0,1,top,8,0.93726,1.235741,0.375676,0,1,0,0
-2-:0,1,top,9,0.95674,1.235741,0.277786,0,1,0,0
-2-:0,1,top,10,0.9707,1.235741,0.198006,0,1,0,0
-2-:0,2,bottom,-10,0.027545,1.235741,0.20056,0,1,0,0
-2-:0,2,bottom,-9,0.04161,1.235741,0.283763,0,1,0,0
-2-:0,2,bottom,-8,0.06214,1.235741,0.400269,0,1,0,0
-2-:0,2,bottom,-7,0.090735,1.235741,0.551981,0,1,0,0
-2-:0,2,bottom,-6,0.129915,1.235741,0.735332,0,1,0,0
-2-:0,2,bottom,-5,0.181945,1.235741,0.925689,0,1,0,0
-2-:0,2,bottom,-4,0.24731,1.235741,1.090997,0,1,0,0
-2-:0,2,bottom,-3,0.326885,1.235741,1.229283,0,1,0,0
-2-:0,2,bottom,-2,0.41847,1.235741,1.308454,0,1,0,0
-2-:0,2,bottom,-1,0.51717,1.235741,1.293172,0,1,0,0
-2-:0,2,bottom,0,0.61598,1.235741,1.16469,0,1,0,0
-2-:0,2,bottom,1,0.70631,1.235741,0.972036,0,1,0,0
-2-:0,2,bottom,2,0.783215,1.235741,0.780529,0,1,0,0
-2-:0,2,bottom,3,0.844895,1.235741,0.597574,0,1,0,0
-2-:0,2,bottom,4,0.8922,1.235741,0.439774,0,1,0,0
-2-:0,2,bottom,5,0.927345,1.235741,0.318607,0,1,0,0
-2-:0,2,bottom,6,0.951915,1.235741,0.219421,0,1,0,0
-2-:0,2,bottom,7,0.96831,1.235741,0.143037,0,1,0,0
-2-:0,2,bottom,8,0.97936,1.235741,0.092894,0,1,0,0
-2-:0,2,bottom,9,0.986795,1.235741,0.054697,0,1,0,0
-2-:0,2,bottom,10,0.99171,1.235741,0.027169,0,1,0,0
-2-:0,2,top,-10,0.01298,1.235741,0.045285,0,1,0,0
-2-:0,2,top,-9,0.020045,1.235741,0.081203,0,1,0,0
-2-:0,2,top,-8,0.03035,1.235741,0.128992,0,1,0,0
-2-:0,2,top,-7,0.045275,1.235741,0.193984,0,1,0,0
-2-:0,2,top,-6,0.067085,1.235741,0.283985,0,1,0,0
-2-:0,2,top,-5,0.097885,1.235741,0.397105,0,1,0,0
-2-:0,2,top,-4,0.139505,1.235741,0.529527,0,1,0,0
-2-:0,2,top,-3,0.194245,1.235741,0.689613,0,1,0,0
-2-:0,2,top,-2,0.262645,1.235741,0.870808,0,1,0,0
-2-:0,2,top,-1,0.34362,1.235741,1.040775,0,1,0,0
-2-:0,2,top,0,0.434895,1.235741,1.191658,0,1,0,0
-2-:0,2,top,1,0.53166,1.235741,1.271625,0,1,0,0
-2-:0,2,top,2,0.6254,1.235741,1.244757,0,1,0,0
-2-:0,2,top,3,0.710025,1.235741,1.14437,0,1,0,0
-2-:0,2,top,4,0.782235,1.235741,1.001586,0,1,0,0
-2-:0,2,top,5,0.840935,1.235741,0.833144,0,1,0,0
-2-:0,2,top,6,0.887265,1.235741,0.64772,0,1,0,0
-2-:0,2,top,7,0.921635,1.235741,0.479405,0,1,0,0
-2-:0,2,top,8,0.946565,1.235741,0.34669,0,1,0,0
-2-:0,2,top,9,0.96436,1.235741,0.247048,0,1,0,0
-2-:0,2,top,10,0.976395,1.235741,0.173747,0,1,0,0
-2-:0,3,bottom,-10,0.021715,1.235741,0.174427,0,1,0,0
-2-:0,3,bottom,-9,0.033845,1.235741,0.256603,0,1,0,0
-2-:0,3,bottom,-8,0.051965,1.235741,0.372879,0,1,0,0
-2-:0,3,bottom,-7,0.07843,1.235741,0.532387,0,1,0,0
-2-:0,3,bottom,-6,0.115745,1.235741,0.72542,0,1,0,0
-2-:0,3,bottom,-5,0.166145,1.235741,0.930665,0,1,0,0
-2-:0,3,bottom,-4,0.231985,1.235741,1.136344,0,1,0,0
-2-:0,3,bottom,-3,0.31416,1.235741,1.312714,0,1,0,0
-2-:0,3,bottom,-2,0.41038,1.235741,1.410815,0,1,0,0
-2-:0,3,bottom,-1,0.51694,1.235741,1.395304,0,1,0,0
-2-:0,3,bottom,0,0.62485,1.235741,1.239148,0,1,0,0
-2-:0,3,bottom,1,0.72181,1.235741,1.003384,0,1,0,0
-2-:0,3,bottom,2,0.80114,1.235741,0.76751,0,1,0,0
-2-:0,3,bottom,3,0.86163,1.235741,0.554948,0,1,0,0
-2-:0,3,bottom,4,0.906775,1.235741,0.395857,0,1,0,0
-2-:0,3,bottom,5,0.938975,1.235741,0.277896,0,1,0,0
-2-:0,3,bottom,6,0.960535,1.235741,0.188048,0,1,0,0
-2-:0,3,bottom,7,0.975175,1.235741,0.122808,0,1,0,0
-2-:0,3,bottom,8,0.984635,1.235741,0.074451,0,1,0,0
-2-:0,3,bottom,9,0.99066,1.235741,0.043282,0,1,0,0
-2-:0,3,bottom,10,0.99439,1.235741,0.021156,0,1,0,0
-2-:0,3,top,-10,0.009845,1.235741,0.030776,0,1,0,0
-2-:0,3,top,-9,0.015425,1.235741,0.063077,0,1,0,0
-2-:0,3,top,-8,0.023965,1.235741,0.108683,0,1,0,0
-2-:0,3,top,-7,0.03692,1.235741,0.169601,0,1,0,0
-2-:0,3,top,-6,0.05633,1.235741,0.255152,0,1,0,0
-2-:0,3,top,-5,0.084455,1.235741,0.364607,0,1,0,0
-2-:0,3,top,-4,0.12461,1.235741,0.499198,0,1,0,0
-2-:0,3,top,-3,0.17803,1.235741,0.675597,0,1,0,0
-2-:0,3,top,-2,0.246695,1.235741,0.880684,0,1,0,0
-2-:0,3,top,-1,0.33246,1.235741,1.083661,0,1,0,0
-2-:0,3,top,0,0.43094,1.235741,1.267033,0,1,0,0
-2-:0,3,top,1,0.534885,1.235741,1.362,0,1,0,0
-2-:0,3,top,2,0.634625,1.235741,1.331282,0,1,0,0
-2-:0,3,top,3,0.72328,1.235741,1.204052,0,1,0,0
-2-:0,3,top,4,0.797245,1.235741,1.025506,0,1,0,0
-2-:0,3,top,5,0.85575,1.235741,0.834142,0,1,0,0
-2-:0,3,top,6,0.900315,1.235741,0.638417,0,1,0,0
-2-:0,3,top,7,0.932735,1.235741,0.46023,0,1,0,0
-2-:0,3,top,8,0.955785,1.235741,0.319882,0,1,0,0
-2-:0,3,top,9,0.971315,1.235741,0.219451,0,1,0,0
-2-:0,3,top,10,0.981585,1.235741,0.150607,0,1,0,0
-2-:0,4,bottom,-10,0.01629,1.235741,0.14289,0,1,0,0
-2-:0,4,bottom,-9,0.02625,1.235741,0.220864,0,1,0,0
-2-:0,4,bottom,-8,0.04162,1.235741,0.33536,0,1,0,0
-2-:0,4,bottom,-7,0.06487,1.235741,0.48942,0,1,0,0
-2-:0,4,bottom,-6,0.09878,1.235741,0.690937,0,1,0,0
-2-:0,4,bottom,-5,0.147105,1.235741,0.931309,0,1,0,0
-2-:0,4,bottom,-4,0.212015,1.235741,1.184121,0,1,0,0
-2-:0,4,bottom,-3,0.29619,1.235741,1.406009,0,1,0,0
-2-:0,4,bottom,-2,0.39989,1.235741,1.552946,0,1,0,0
-2-:0,4,bottom,-1,0.517575,1.235741,1.540369,0,1,0,0
-2-:0,4,bottom,0,0.6368,1.235741,1.326618,0,1,0,0
-2-:0,4,bottom,1,0.74133,1.235741,1.024961,0,1,0,0
-2-:0,4,bottom,2,0.822455,1.235741,0.741664,0,1,0,0
-2-:0,4,bottom,3,0.881055,1.235741,0.516035,0,1,0,0
-2-:0,4,bottom,4,0.922885,1.235741,0.356544,0,1,0,0
-2-:0,4,bottom,5,0.95141,1.235741,0.239362,0,1,0,0
-2-:0,4,bottom,6,0.96972,1.235741,0.15051,0,1,0,0
-2-:0,4,bottom,7,0.98139,1.235741,0.091974,0,1,0,0
-2-:0,4,bottom,8,0.988865,1.235741,0.05527,0,1,0,0
-2-:0,4,bottom,9,0.993765,1.235741,0.030172,0,1,0,0
-2-:0,4,bottom,10,0.996515,1.235741,0.01408,0,1,0,0
-2-:0,4,top,-10,0.00657,1.235741,0.025257,0,1,0,0
-2-:0,4,top,-9,0.011045,1.235741,0.051141,0,1,0,0
-2-:0,4,top,-8,0.0182,1.235741,0.087023,0,1,0,0
-2-:0,4,top,-7,0.02933,1.235741,0.143394,0,1,0,0
-2-:0,4,top,-6,0.04641,1.235741,0.217871,0,1,0,0
-2-:0,4,top,-5,0.071355,1.235741,0.321136,0,1,0,0
-2-:0,4,top,-4,0.10829,1.235741,0.458859,0,1,0,0
-2-:0,4,top,-3,0.15966,1.235741,0.637165,0,1,0,0
-2-:0,4,top,-2,0.227985,1.235741,0.867075,0,1,0,0
-2-:0,4,top,-1,0.316505,1.235741,1.126815,0,1,0,0
-2-:0,4,top,0,0.423135,1.235741,1.370543,0,1,0,0
-2-:0,4,top,1,0.53847,1.235741,1.4985,0,1,0,0
-2-:0,4,top,2,0.647295,1.235741,1.450219,0,1,0,0
-2-:0,4,top,3,0.740885,1.235741,1.280141,0,1,0,0
-2-:0,4,top,4,0.81611,1.235741,1.058488,0,1,0,0
-2-:0,4,top,5,0.873055,1.235741,0.826347,0,1,0,0
-2-:0,4,top,6,0.91506,1.235741,0.608166,0,1,0,0
-2-:0,4,top,7,0.94465,1.235741,0.422005,0,1,0,0
-2-:0,4,top,8,0.964555,1.235741,0.286231,0,1,0,0
-2-:0,4,top,9,0.977765,1.235741,0.190536,0,1,0,0
-2-:0,4,top,10,0.98631,1.235741,0.124128,0,1,0,0
-2-:0,5,bottom,-10,0.01134,1.235741,0.109581,0,1,0,0
-2-:0,5,bottom,-9,0.01906,1.235741,0.182509,0,1,0,0
-2-:0,5,bottom,-8,0.03164,1.235741,0.294005,0,1,0,0
-2-:0,5,bottom,-7,0.05154,1.235741,0.445988,0,1,0,0
-2-:0,5,bottom,-6,0.08195,1.235741,0.654919,0,1,0,0
-2-:0,5,bottom,-5,0.127025,1.235741,0.922745,0,1,0,0
-2-:0,5,bottom,-4,0.190145,1.235741,1.222111,0,1,0,0
-2-:0,5,bottom,-3,0.276215,1.235741,1.506906,0,1,0,0
-2-:0,5,bottom,-2,0.3866,1.235741,1.712361,0,1,0,0
-2-:0,5,bottom,-1,0.51595,1.235741,1.715803,0,1,0,0
-2-:0,5,bottom,0,0.650065,1.235741,1.428432,0,1,0,0
-2-:0,5,bottom,1,0.764655,1.235741,1.027885,0,1,0,0
-2-:0,5,bottom,2,0.847415,1.235741,0.701875,0,1,0,0
-2-:0,5,bottom,3,0.903145,1.235741,0.464214,0,1,0,0
-2-:0,5,bottom,4,0.94025,1.235741,0.30257,0,1,0,0
-2-:0,5,bottom,5,0.96423,1.235741,0.19052,0,1,0,0
-2-:0,5,bottom,6,0.978725,1.235741,0.114648,0,1,0,0
-2-:0,5,bottom,7,0.98747,1.235741,0.064996,0,1,0,0
-2-:0,5,bottom,8,0.992775,1.235741,0.035352,0,1,0,0
-2-:0,5,bottom,9,0.996035,1.235741,0.018472,0,1,0,0
-2-:0,5,bottom,10,0.99788,1.235741,0.008559,0,1,0,0
-2-:0,5,top,-10,0.004295,1.235741,0.016794,0,1,0,0
-2-:0,5,top,-9,0.007665,1.235741,0.035324,0,1,0,0
-2-:0,5,top,-8,0.01337,1.235741,0.066065,0,1,0,0
-2-:0,5,top,-7,0.02216,1.235741,0.111073,0,1,0,0
-2-:0,5,top,-6,0.035905,1.235741,0.179689,0,1,0,0
-2-:0,5,top,-5,0.057625,1.235741,0.279955,0,1,0,0
-2-:0,5,top,-4,0.090885,1.235741,0.415223,0,1,0,0
-2-:0,5,top,-3,0.139085,1.235741,0.59798,0,1,0,0
-2-:0,5,top,-2,0.20623,1.235741,0.852788,0,1,0,0
-2-:0,5,top,-1,0.29826,1.235741,1.164244,0,1,0,0
-2-:0,5,top,0,0.41521,1.235741,1.485331,0,1,0,0
-2-:0,5,top,1,0.543365,1.235741,1.66536,0,1,0,0
-2-:0,5,top,2,0.6626,1.235741,1.588306,0,1,0,0
-2-:0,5,top,3,0.76129,1.235741,1.361456,0,1,0,0
-2-:0,5,top,4,0.83699,1.235741,1.082521,0,1,0,0
-2-:0,5,top,5,0.89203,1.235741,0.797901,0,1,0,0
-2-:0,5,top,6,0.93063,1.235741,0.559909,0,1,0,0
-2-:0,5,top,7,0.956465,1.235741,0.377521,0,1,0,0
-2-:0,5,top,8,0.97332,1.235741,0.24584,0,1,0,0
-2-:0,5,top,9,0.983865,1.235741,0.152606,0,1,0,0
-2-:0,5,top,10,0.99029,1.235741,0.092361,0,1,0,0
-2-:0,6,bottom,-10,0.00727,1.235741,0.078618,0,1,0,0
-2-:0,6,bottom,-9,0.01297,1.235741,0.142345,0,1,0,0
-2-:0,6,bottom,-8,0.022625,1.235741,0.241951,0,1,0,0
-2-:0,6,bottom,-7,0.03838,1.235741,0.386779,0,1,0,0
-2-:0,6,bottom,-6,0.0641,1.235741,0.599079,0,1,0,0
-2-:0,6,bottom,-5,0.10454,1.235741,0.892025,0,1,0,0
-2-:0,6,bottom,-4,0.16457,1.235741,1.245406,0,1,0,0
-2-:0,6,bottom,-3,0.2514,1.235741,1.631447,0,1,0,0
-2-:0,6,bottom,-2,0.36874,1.235741,1.941023,0,1,0,0
-2-:0,6,bottom,-1,0.51429,1.235741,1.969581,0,1,0,0
-2-:0,6,bottom,0,0.67032,1.235741,1.548211,0,1,0,0
-2-:0,6,bottom,1,0.79577,1.235741,0.997083,0,1,0,0
-2-:0,6,bottom,2,0.87566,1.235741,0.628628,0,1,0,0
-2-:0,6,bottom,3,0.925915,1.235741,0.380125,0,1,0,0
-2-:0,6,bottom,4,0.95734,1.235741,0.230694,0,1,0,0
-2-:0,6,bottom,5,0.975915,1.235741,0.134954,0,1,0,0
-2-:0,6,bottom,6,0.98637,1.235741,0.073711,0,1,0,0
-2-:0,6,bottom,7,0.992505,1.235741,0.040059,0,1,0,0
-2-:0,6,bottom,8,0.995985,1.235741,0.022408,0,1,0,0
-2-:0,6,bottom,9,0.997965,1.235741,0.011372,0,1,0,0
-2-:0,6,bottom,10,0.99898,1.235741,0.006004,0,1,0,0
-2-:0,6,top,-10,0.002555,1.235741,0.011036,0,1,0,0
-2-:0,6,top,-9,0.004785,1.235741,0.022229,0,1,0,0
-2-:0,6,top,-8,0.00862,1.235741,0.04324,0,1,0,0
-2-:0,6,top,-7,0.014955,1.235741,0.078025,0,1,0,0
-2-:0,6,top,-6,0.02538,1.235741,0.136541,0,1,0,0
-2-:0,6,top,-5,0.042625,1.235741,0.226527,0,1,0,0
-2-:0,6,top,-4,0.07077,1.235741,0.354346,0,1,0,0
-2-:0,6,top,-3,0.11418,1.235741,0.54546,0,1,0,0
-2-:0,6,top,-2,0.17913,1.235741,0.825327,0,1,0,0
-2-:0,6,top,-1,0.274185,1.235741,1.183472,0,1,0,0
-2-:0,6,top,0,0.40391,1.235741,1.618104,0,1,0,0
-2-:0,6,top,1,0.550305,1.235741,1.878491,0,1,0,0
-2-:0,6,top,2,0.681815,1.235741,1.767078,0,1,0,0
-2-:0,6,top,3,0.785275,1.235741,1.445658,0,1,0,0
-2-:0,6,top,4,0.86039,1.235741,1.083767,0,1,0,0
-2-:0,6,top,5,0.91168,1.235741,0.765609,0,1,0,0
-2-:0,6,top,6,0.94606,1.235741,0.509711,0,1,0,0
-2-:0,6,top,7,0.967755,1.235741,0.326737,0,1,0,0
-2-:0,6,top,8,0.9811,1.235741,0.202217,0,1,0,0
-2-:0,6,top,9,0.98927,1.235741,0.1159,0,1,0,0
-2-:0,6,top,10,0.99392,1.235741,0.062733,0,1,0,0
-2-:0,7,bottom,-10,0.004345,1.235741,0.050371,0,1,0,0
-2-:0,7,bottom,-9,0.00793,1.235741,0.097481,0,1,0,0
-2-:0,7,bottom,-8,0.01437,1.235741,0.178121,0,1,0,0
-2-:0,7,bottom,-7,0.025895,1.235741,0.310727,0,1,0,0
-2-:0,7,bottom,-6,0.04601,1.235741,0.520698,0,1,0,0
-2-:0,7,bottom,-5,0.07988,1.235741,0.830122,0,1,0,0
-2-:0,7,bottom,-4,0.134565,1.235741,1.25236,0,1,0,0
-2-:0,7,bottom,-3,0.21918,1.235741,1.764486,0,1,0,0
-2-:0,7,bottom,-2,0.34207,1.235741,2.236371,0,1,0,0
-2-:0,7,bottom,-1,0.508445,1.235741,2.355552,0,1,0,0
-2-:0,7,bottom,0,0.69893,1.235741,1.699438,0,1,0,0
-2-:0,7,bottom,1,0.840225,1.235741,0.884997,0,1,0,0
-2-:0,7,bottom,2,0.911415,1.235741,0.49869,0,1,0,0
-2-:0,7,bottom,3,0.9518,1.235741,0.275013,0,1,0,0
-2-:0,7,bottom,4,0.97438,1.235741,0.149309,0,1,0,0
-2-:0,7,bottom,5,0.986565,1.235741,0.075484,0,1,0,0
-2-:0,7,bottom,6,0.992945,1.235741,0.038653,0,1,0,0
-2-:0,7,bottom,7,0.996425,1.235741,0.020289,0,1,0,0
-2-:0,7,bottom,8,0.99828,1.235741,0.010809,0,1,0,0
-2-:0,7,bottom,9,0.999165,1.235741,0.004804,0,1,0,0
-2-:0,7,bottom,10,0.99962,1.235741,0.00148,0,1,0,0
-2-:0,7,top,-10,0.00128,1.235741,0.006851,0,1,0,0
-2-:0,7,top,-9,0.002495,1.235741,0.013659,0,1,0,0
-2-:0,7,top,-8,0.004875,1.235741,0.027621,0,1,0,0
-2-:0,7,top,-7,0.009175,1.235741,0.048919,0,1,0,0
-2-:0,7,top,-6,0.01644,1.235741,0.087088,0,1,0,0
-2-:0,7,top,-5,0.028895,1.235741,0.158599,0,1,0,0
-2-:0,7,top,-4,0.050915,1.235741,0.272155,0,1,0,0
-2-:0,7,top,-3,0.08831,1.235741,0.449671,0,1,0,0
-2-:0,7,top,-2,0.14809,1.235741,0.745079,0,1,0,0
-2-:0,7,top,-1,0.241445,1.235741,1.172263,0,1,0,0
-2-:0,7,top,0,0.388655,1.235741,1.808488,0,1,0,0
-2-:0,7,top,1,0.56309,1.235741,2.196478,0,1,0,0
-2-:0,7,top,2,0.709705,1.235741,1.992159,0,1,0,0
-2-:0,7,top,3,0.81547,1.235741,1.537434,0,1,0,0
-2-:0,7,top,4,0.887135,1.235741,1.070064,0,1,0,0
-2-:0,7,top,5,0.93327,1.235741,0.702662,0,1,0,0
-2-:0,7,top,6,0.961625,1.235741,0.437501,0,1,0,0
-2-:0,7,top,7,0.978495,1.235741,0.258856,0,1,0,0
-2-:0,7,top,8,0.98809,1.235741,0.147911,0,1,0,0
-2-:0,7,top,9,0.99344,1.235741,0.080387,0,1,0,0
-2-:0,7,top,10,0.996465,1.235741,0.040667,0,1,0,0
-2-:0,8,bottom,-10,0.00185,1.235741,0.021528,0,1,0,0
-2-:0,8,bottom,-9,0.003905,1.235741,0.053578,0,1,0,0
-2-:0,8,bottom,-8,0.00775,1.235741,0.114233,0,1,0,0
-2-:0,8,bottom,-7,0.01448,1.235741,0.223341,0,1,0,0
-2-:0,8,bottom,-6,0.027625,1.235741,0.410481,0,1,0,0
-2-:0,8,bottom,-5,0.052655,1.235741,0.708644,0,1,0,0
-2-:0,8,bottom,-4,0.09788,1.235741,1.199315,0,1,0,0
-2-:0,8,bottom,-3,0.17461,1.235741,1.873527,0,1,0,0
-2-:0,8,bottom,-2,0.29975,1.235741,2.624124,0,1,0,0
-2-:0,8,bottom,-1,0.49458,1.235741,2.991382,0,1,0,0
-2-:0,8,bottom,0,0.740615,1.235741,1.905505,0,1,0,0
-2-:0,8,bottom,1,0.903365,1.235741,0.617381,0,1,0,0
-2-:0,8,bottom,2,0.95377,1.235741,0.297094,0,1,0,0
-2-:0,8,bottom,3,0.978045,1.235741,0.141406,0,1,0,0
-2-:0,8,bottom,4,0.989845,1.235741,0.065312,0,1,0,0
-2-:0,8,bottom,5,0.99522,1.235741,0.028741,0,1,0,0
-2-:0,8,bottom,6,0.997725,1.235741,0.013771,0,1,0,0
-2-:0,8,bottom,7,0.99892,1.235741,0.007108,0,1,0,0
-2-:0,8,bottom,8,0.99947,1.235741,0.003446,0,1,0,0
-2-:0,8,bottom,9,0.99974,1.235741,0.001507,0,1,0,0
-2-:0,8,bottom,10,0.99988,1.235741,0.000437,0,1,0,0
-2-:0,8,top,-10,0.000465,1.235741,0.00227,0,1,0,0
-2-:0,8,top,-9,0.00106,1.235741,0.006389,0,1,0,0
-2-:0,8,top,-8,0.00211,1.235741,0.013302,0,1,0,0
-2-:0,8,top,-7,0.00431,1.235741,0.025671,0,1,0,0
-2-:0,8,top,-6,0.008535,1.235741,0.048634,0,1,0,0
-2-:0,8,top,-5,0.01639,1.235741,0.093455,0,1,0,0
-2-:0,8,top,-4,0.03123,1.235741,0.181044,0,1,0,0
-2-:0,8,top,-3,0.05835,1.235741,0.333213,0,1,0,0
-2-:0,8,top,-2,0.10672,1.235741,0.602764,0,1,0,0
-2-:0,8,top,-1,0.19274,1.235741,1.064411,0,1,0,0
-2-:0,8,top,0,0.365265,1.235741,2.077319,0,1,0,0
-2-:0,8,top,1,0.58349,1.235741,2.71848,0,1,0,0
-2-:0,8,top,2,0.749575,1.235741,2.278979,0,1,0,0
-2-:0,8,top,3,0.854895,1.235741,1.592844,0,1,0,0
-2-:0,8,top,4,0.919155,1.235741,1.002808,0,1,0,0
-2-:0,8,top,5,0.956905,1.235741,0.586961,0,1,0,0
-2-:0,8,top,6,0.97749,1.235741,0.336185,0,1,0,0
-2-:0,8,top,7,0.988095,1.235741,0.180937,0,1,0,0
-2-:0,8,top,8,0.99361,1.235741,0.091875,0,1,0,0
-2-:0,8,top,9,0.996775,1.235741,0.043797,0,1,0,0
-2-:0,8,top,10,0.998425,1.235741,0.017342,0,1,0,0
-2-:0,9,bottom,-10,0.00054,1.235741,0.014485,0,1,0,0
-2-:0,9,bottom,-9,0.001385,1.235741,0.014396,0,1,0,0
-2-:0,9,bottom,-8,0.002865,1.235741,0.049844,0,1,0,0
-2-:0,9,bottom,-7,0.00539,1.235741,0.129539,0,1,0,0
-2-:0,9,bottom,-6,0.01197,1.235741,0.279567,0,1,0,0
-2-:0,9,bottom,-5,0.02705,1.235741,0.525863,0,1,0,0
-2-:0,9,bottom,-4,0.057345,1.235741,1.037092,0,1,0,0
-2-:0,9,bottom,-3,0.11773,1.235741,1.913824,0,1,0,0
-2-:0,9,bottom,-2,0.235455,1.235741,3.15533,0,1,0,0
-2-:0,9,bottom,-1,0.465975,1.235741,4.079389,0,1,0,0
-2-:0,9,bottom,0,0.809625,1.235741,2.402255,0,1,0,0
-2-:0,9,bottom,1,1,1.235741,0,0,1,0,0
-2-:0,9,bottom,2,1,1.235741,0,0,1,0,0
-2-:0,9,bottom,3,1,1.235741,0,0,1,0,0
-2-:0,9,bottom,4,1,1.235741,0,0,1,0,0
-2-:0,9,bottom,5,1,1.235741,0,0,1,0,0
-2-:0,9,bottom,6,1,1.235741,0,0,1,0,0
-2-:0,9,bottom,7,1,1.235741,0,0,1,0,0
-2-:0,9,bottom,8,1,1.235741,0,0,1,0,0
-2-:0,9,bottom,9,1,1.235741,0,0,1,0,0
-2-:0,9,bottom,10,1,1.235741,0,0,1,0,0
-2-:0,9,top,-10,0.00015,1.235741,0.000397,0,1,0,0
-2-:0,9,top,-9,0.000295,1.235741,0.001623,0,1,0,0
-2-:0,9,top,-8,0.00063,1.235741,0.003867,0,1,0,0
-2-:0,9,top,-7,0.00133,1.235741,0.008246,0,1,0,0
-2-:0,9,top,-6,0.002795,1.235741,0.017176,0,1,0,0
-2-:0,9,top,-5,0.00581,1.235741,0.037159,0,1,0,0
-2-:0,9,top,-4,0.0124,1.235741,0.083256,0,1,0,0
-2-:0,9,top,-3,0.026895,1.235741,0.175842,0,1,0,0
-2-:0,9,top,-2,0.0567,1.235741,0.36726,0,1,0,0
-2-:0,9,top,-1,0.1186,1.235741,0.747781,0,1,0,0
-2-:0,9,top,0,0.327255,1.235741,2.44273,0,1,0,0
-2-:0,9,top,1,0.61938,1.235741,3.579304,0,1,0,0
-2-:0,9,top,2,0.808455,1.235741,2.645915,0,1,0,0
-2-:0,9,top,3,0.90459,1.235741,1.57358,0,1,0,0
-2-:0,9,top,4,0.953775,1.235741,0.848275,0,1,0,0
-2-:0,9,top,5,0.978615,1.235741,0.42747,0,1,0,0
-2-:0,9,top,6,0.990465,1.235741,0.22307,0,1,0,0
-2-:0,9,top,7,0.99559,1.235741,0.100875,0,1,0,0
-2-:0,9,top,8,0.99765,1.235741,0.037911,0,1,0,0
-2-:0,9,top,9,0.99887,1.235741,0.011254,0,1,0,0
-2-:0,9,top,10,0.99953,1.235741,0.011053,0,1,0,0
-2-:1,1,bottom,-10,0.027745,0.767106,0.205454,0,1,0,1
-2-:1,1,bottom,-9,0.040945,0.767106,0.283805,0,1,0,1
-2-:1,1,bottom,-8,0.05967,0.767106,0.383044,0,1,0,1
-2-:1,1,bottom,-7,0.08543,0.767106,0.508448,0,1,0,1
-2-:1,1,bottom,-6,0.120185,0.767106,0.657623,0,1,0,1
-2-:1,1,bottom,-5,0.166555,0.767106,0.822439,0,1,0,1
-2-:1,1,bottom,-4,0.22611,0.767106,0.980247,0,1,0,1
-2-:1,1,bottom,-3,0.297935,0.767106,1.105622,0,1,0,1
-2-:1,1,bottom,-2,0.380495,0.767106,1.185167,0,1,0,1
-2-:1,1,bottom,-1,0.47197,0.767106,1.200357,0,1,0,1
-2-:1,1,bottom,0,0.56681,0.767106,1.135758,0,1,0,1
-2-:1,1,bottom,1,0.65725,0.767106,1.002778,0,1,0,1
-2-:1,1,bottom,2,0.73773,0.767106,0.834318,0,1,0,1
-2-:1,1,bottom,3,0.80556,0.767106,0.655085,0,1,0,1
-2-:1,1,bottom,4,0.85982,0.767106,0.494639,0,1,0,1
-2-:1,1,bottom,5,0.901105,0.767106,0.369161,0,1,0,1
-2-:1,1,bottom,6,0.93193,0.767106,0.262198,0,1,0,1
-2-:1,1,bottom,7,0.954225,0.767106,0.182059,0,1,0,1
-2-:1,1,bottom,8,0.969545,0.767106,0.125224,0,1,0,1
-2-:1,1,bottom,9,0.979925,0.767106,0.077802,0,1,0,1
-2-:1,1,bottom,10,0.986835,0.767106,0.040932,0,1,0,1
-2-:1,1,top,-10,0.01915,0.767106,0.058293,0,1,0,1
-2-:1,1,top,-9,0.028685,0.767106,0.108831,0,1,0,1
-2-:1,1,top,-8,0.042945,0.767106,0.166674,0,1,0,1
-2-:1,1,top,-7,0.06281,0.767106,0.234594,0,1,0,1
-2-:1,1,top,-6,0.090245,0.767106,0.325105,0,1,0,1
-2-:1,1,top,-5,0.126805,0.767106,0.443388,0,1,0,1
-2-:1,1,top,-4,0.174615,0.767106,0.580731,0,1,0,1
-2-:1,1,top,-3,0.2353,0.767106,0.737584,0,1,0,1
-2-:1,1,top,-2,0.308005,0.767106,0.902828,0,1,0,1
-2-:1,1,top,-1,0.39098,0.767106,1.038721,0,1,0,1
-2-:1,1,top,0,0.480785,0.767106,1.131349,0,1,0,1
-2-:1,1,top,1,0.571765,0.767106,1.167348,0,1,0,1
-2-:1,1,top,2,0.657565,0.767106,1.126317,0,1,0,1
-2-:1,1,top,3,0.734175,0.767106,1.030153,0,1,0,1
-2-:1,1,top,4,0.79982,0.767106,0.904577,0,1,0,1
-2-:1,1,top,5,0.853295,0.767106,0.74913,0,1,0,1
-2-:1,1,top,6,0.894675,0.767106,0.588237,0,1,0,1
-2-:1,1,top,7,0.925485,0.767106,0.451797,0,1,0,1
-2-:1,1,top,8,0.948125,0.767106,0.338825,0,1,0,1
