game_state,inning,half_inning,home_lead,win_ex,run_ex,li,First,Second,Third,Outs
---:0,1,bottom,-10,0.024265,0.539569,0.148587,0,0,0,0
---:0,1,bottom,-9,0.036165,0.539569,0.20744,0,0,0,0
---:0,1,bottom,-8,0.053035,0.539569,0.276783,0,0,0,0
---:0,1,bottom,-7,0.07661,0.539569,0.359706,0,0,0,0
---:0,1,bottom,-6,0.109305,0.539569,0.470496,0,0,0,0
---:0,1,bottom,-5,0.153565,0.539569,0.603167,0,0,0,0
---:0,1,bottom,-4,0.21048,0.539569,0.714365,0,0,0,0
---:0,1,bottom,-3,0.27939,0.539569,0.78871,0,0,0,0
---:0,1,bottom,-2,0.36011,0.539569,0.846038,0,0,0,0
---:0,1,bottom,-1,0.45049,0.539569,0.868063,0,0,0,0
---:0,1,bottom,0,0.54596,0.539569,0.820908,0,0,0,0
---:0,1,bottom,1,0.638875,0.539569,0.728354,0,0,0,0
---:0,1,bottom,2,0.72208,0.539569,0.61659,0,0,0,0
---:0,1,bottom,3,0.793125,0.539569,0.483094,0,0,0,0
---:0,1,bottom,4,0.85076,0.539569,0.36282,0,0,0,0
---:0,1,bottom,5,0.894575,0.539569,0.26953,0,0,0,0
---:0,1,bottom,6,0.92721,0.539569,0.187072,0,0,0,0
---:0,1,bottom,7,0.951045,0.539569,0.123816,0,0,0,0
---:0,1,bottom,8,0.96726,0.539569,0.083584,0,0,0,0
---:0,1,bottom,9,0.97824,0.539569,0.05577,0,0,0,0
---:0,1,bottom,10,0.985665,0.539569,0.03371,0,0,0,0
---:0,1,top,-10,0.02075,0.539569,0.050346,0,0,0,0
---:0,1,top,-9,0.03099,0.539569,0.080789,0,0,0,0
---:0,1,top,-8,0.045725,0.539569,0.114748,0,0,0,0
---:0,1,top,-7,0.066525,0.539569,0.165672,0,0,0,0
---:0,1,top,-6,0.09589,0.539569,0.236726,0,0,0,0
---:0,1,top,-5,0.135125,0.539569,0.324,0,0,0,0
---:0,1,top,-4,0.185515,0.539569,0.429075,0,0,0,0
---:0,1,top,-3,0.249135,0.539569,0.543852,0,0,0,0
---:0,1,top,-2,0.324915,0.539569,0.658535,0,0,0,0
---:0,1,top,-1,0.40986,0.539569,0.75628,0,0,0,0
---:0,1,top,0,0.501155,0.539569,0.819388,0,0,0,0
---:0,1,top,1,0.592305,0.539569,0.837503,0,0,0,0
---:0,1,top,2,0.67715,0.539569,0.804109,0,0,0,0
---:0,1,top,3,0.751535,0.539569,0.743939,0,0,0,0
---:0,1,top,4,0.81417,0.539569,0.659203,0,0,0,0
---:0,1,top,5,0.86508,0.539569,0.544317,0,0,0,0
---:0,1,top,6,0.904235,0.539569,0.424895,0,0,0,0
---:0,1,top,7,0.93333,0.539569,0.319853,0,0,0,0
---:0,1,top,8,0.95415,0.539569,0.239381,0,0,0,0
---:0,1,top,9,0.968935,0.539569,0.178213,0,0,0,0
---:0,1,top,10,0.979165,0.539569,0.126455,0,0,0,0
---:0,2,bottom,-10,0.01907,0.539569,0.12975,0,0,0,0
---:0,2,bottom,-9,0.02951,0.539569,0.187838,0,0,0,0
---:0,2,bottom,-8,0.04423,0.539569,0.25441,0,0,0,0
---:0,2,bottom,-7,0.065905,0.539569,0.345485,0,0,0,0
---:0,2,bottom,-6,0.096685,0.539569,0.461329,0,0,0,0
---:0,2,bottom,-5,0.13916,0.539569,0.602981,0,0,0,0
---:0,2,bottom,-4,0.19541,0.539569,0.742166,0,0,0,0
---:0,2,bottom,-3,0.264985,0.539569,0.842425,0,0,0,0
---:0,2,bottom,-2,0.34941,0.539569,0.919565,0,0,0,0
---:0,2,bottom,-1,0.446755,0.539569,0.941115,0,0,0,0
---:0,2,bottom,0,0.5506,0.539569,0.871909,0,0,0,0
---:0,2,bottom,1,0.65066,0.539569,0.753423,0,0,0,0
---:0,2,bottom,2,0.73793,0.539569,0.613769,0,0,0,0
---:0,2,bottom,3,0.80933,0.539569,0.467693,0,0,0,0
---:0,2,bottom,4,0.865535,0.539569,0.339724,0,0,0,0
---:0,2,bottom,5,0.908065,0.539569,0.240158,0,0,0,0
---:0,2,bottom,6,0.938575,0.539569,0.164014,0,0,0,0
---:0,2,bottom,7,0.959895,0.539569,0.108972,0,0,0,0
---:0,2,bottom,8,0.973845,0.539569,0.072652,0,0,0,0
---:0,2,bottom,9,0.98315,0.539569,0.046341,0,0,0,0
---:0,2,bottom,10,0.98934,0.539569,0.0249,0,0,0,0
---:0,2,top,-10,0.01669,0.539569,0.038034,0,0,0,0
---:0,2,top,-9,0.02548,0.539569,0.064611,0,0,0,0
---:0,2,top,-8,0.03828,0.539569,0.096839,0,0,0,0
---:0,2,top,-7,0.056935,0.539569,0.143885,0,0,0,0
---:0,2,top,-6,0.084175,0.539569,0.212493,0,0,0,0
---:0,2,top,-5,0.121335,0.539569,0.302939,0,0,0,0
---:0,2,top,-4,0.170925,0.539569,0.409478,0,0,0,0
---:0,2,top,-3,0.23475,0.539569,0.540435,0,0,0,0
---:0,2,top,-2,0.312315,0.539569,0.676597,0,0,0,0
---:0,2,top,-1,0.40246,0.539569,0.787368,0,0,0,0
---:0,2,top,0,0.50134,0.539569,0.879093,0,0,0,0
---:0,2,top,1,0.599865,0.539569,0.912298,0,0,0,0
---:0,2,top,2,0.68983,0.539569,0.85569,0,0,0,0
---:0,2,top,3,0.766595,0.539569,0.775559,0,0,0,0
---:0,2,top,4,0.829155,0.539569,0.676235,0,0,0,0
---:0,2,top,5,0.879065,0.539569,0.538104,0,0,0,0
---:0,2,top,6,0.916375,0.539569,0.409839,0,0,0,0
---:0,2,top,7,0.943035,0.539569,0.311181,0,0,0,0
---:0,2,top,8,0.96163,0.539569,0.23098,0,0,0,0
---:0,2,top,9,0.9746,0.539569,0.165013,0,0,0,0
---:0,2,top,10,0.983715,0.539569,0.111681,0,0,0,0
---:0,3,bottom,-10,0.014585,0.539569,0.113822,0,0,0,0
---:0,3,bottom,-9,0.02318,0.539569,0.170036,0,0,0,0
---:0,3,bottom,-8,0.035925,0.539569,0.235847,0,0,0,0
---:0,3,bottom,-7,0.055115,0.539569,0.321455,0,0,0,0
---:0,3,bottom,-6,0.08322,0.539569,0.44472,0,0,0,0
---:0,3,bottom,-5,0.123125,0.539569,0.601612,0,0,0,0
---:0,3,bottom,-4,0.178245,0.539569,0.760571,0,0,0,0
---:0,3,bottom,-3,0.24892,0.539569,0.897772,0,0,0,0
---:0,3,bottom,-2,0.33632,0.539569,1.000516,0,0,0,0
---:0,3,bottom,-1,0.44051,0.539569,1.026577,0,0,0,0
---:0,3,bottom,0,0.554735,0.539569,0.93744,0,0,0,0
---:0,3,bottom,1,0.663625,0.539569,0.775985,0,0,0,0
---:0,3,bottom,2,0.75564,0.539569,0.604802,0,0,0,0
---:0,3,bottom,3,0.828045,0.539569,0.438844,0,0,0,0
---:0,3,bottom,4,0.882405,0.539569,0.306644,0,0,0,0
---:0,3,bottom,5,0.92213,0.539569,0.215488,0,0,0,0
---:0,3,bottom,6,0.94934,0.539569,0.14471,0,0,0,0
---:0,3,bottom,7,0.96765,0.539569,0.092781,0,0,0,0
---:0,3,bottom,8,0.97988,0.539569,0.056361,0,0,0,0
---:0,3,bottom,9,0.98771,0.539569,0.034666,0,0,0,0
---:0,3,bottom,10,0.99256,0.539569,0.017585,0,0,0,0
---:0,3,top,-10,0.01255,0.539569,0.029426,0,0,0,0
---:0,3,top,-9,0.0196,0.539569,0.053945,0,0,0,0
---:0,3,top,-8,0.030515,0.539569,0.08532,0,0,0,0
---:0,3,top,-7,0.04704,0.539569,0.129868,0,0,0,0
---:0,3,top,-6,0.07156,0.539569,0.190787,0,0,0,0
---:0,3,top,-5,0.10635,0.539569,0.275165,0,0,0,0
---:0,3,top,-4,0.1548,0.539569,0.387241,0,0,0,0
---:0,3,top,-3,0.21806,0.539569,0.530317,0,0,0,0
---:0,3,top,-2,0.29804,0.539569,0.683908,0,0,0,0
---:0,3,top,-1,0.394195,0.539569,0.824558,0,0,0,0
---:0,3,top,0,0.50111,0.539569,0.938562,0,0,0,0
---:0,3,top,1,0.608225,0.539569,0.983231,0,0,0,0
---:0,3,top,2,0.703565,0.539569,0.932355,0,0,0,0
---:0,3,top,3,0.782385,0.539569,0.824084,0,0,0,0
---:0,3,top,4,0.845285,0.539569,0.687927,0,0,0,0
---:0,3,top,5,0.89399,0.539569,0.52866,0,0,0,0
---:0,3,top,6,0.928515,0.539569,0.387704,0,0,0,0
---:0,3,top,7,0.952665,0.539569,0.283104,0,0,0,0
---:0,3,top,8,0.969375,0.539569,0.20268,0,0,0,0
---:0,3,top,9,0.98024,0.539569,0.146494,0,0,0,0
---:0,3,top,10,0.98766,0.539569,0.099132,0,0,0,0
---:0,4,bottom,-10,0.01045,0.539569,0.097002,0,0,0,0
---:0,4,bottom,-9,0.01722,0.539569,0.145281,0,0,0,0
---:0,4,bottom,-8,0.027625,0.539569,0.206882,0,0,0,0
---:0,4,bottom,-7,0.043705,0.539569,0.291718,0,0,0,0
---:0,4,bottom,-6,0.0685,0.539569,0.42027,0,0,0,0
---:0,4,bottom,-5,0.10554,0.539569,0.593739,0,0,0,0
---:0,4,bottom,-4,0.15787,0.539569,0.781132,0,0,0,0
---:0,4,bottom,-3,0.228,0.539569,0.957493,0,0,0,0
---:0,4,bottom,-2,0.319185,0.539569,1.09636,0,0,0,0
---:0,4,bottom,-1,0.431955,0.539569,1.134639,0,0,0,0
---:0,4,bottom,0,0.55885,0.539569,1.016608,0,0,0,0
---:0,4,bottom,1,0.679885,0.539569,0.80384,0,0,0,0
---:0,4,bottom,2,0.77782,0.539569,0.591227,0,0,0,0
---:0,4,bottom,3,0.849905,0.539569,0.405341,0,0,0,0
---:0,4,bottom,4,0.90083,0.539569,0.273215,0,0,0,0
---:0,4,bottom,5,0.93672,0.539569,0.184223,0,0,0,0
---:0,4,bottom,6,0.96089,0.539569,0.115528,0,0,0,0
---:0,4,bottom,7,0.975925,0.539569,0.070923,0,0,0,0
---:0,4,bottom,8,0.98536,0.539569,0.042875,0,0,0,0
---:0,4,bottom,9,0.991575,0.539569,0.024498,0,0,0,0
---:0,4,bottom,10,0.995315,0.539569,0.011221,0,0,0,0
---:0,4,top,-10,0.008605,0.539569,0.021011,0,0,0,0
---:0,4,top,-9,0.01439,0.539569,0.040772,0,0,0,0
---:0,4,top,-8,0.02371,0.539569,0.069115,0,0,0,0
---:0,4,top,-7,0.038055,0.539569,0.109966,0,0,0,0
---:0,4,top,-6,0.059405,0.539569,0.166775,0,0,0,0
---:0,4,top,-5,0.09105,0.539569,0.248344,0,0,0,0
---:0,4,top,-4,0.136295,0.539569,0.351793,0,0,0,0
---:0,4,top,-3,0.19758,0.539569,0.498542,0,0,0,0
---:0,4,top,-2,0.27944,0.539569,0.680471,0,0,0,0
---:0,4,top,-1,0.38246,0.539569,0.871513,0,0,0,0
---:0,4,top,0,0.50114,0.539569,1.036151,0,0,0,0
---:0,4,top,1,0.619515,0.539569,1.090992,0,0,0,0
---:0,4,top,2,0.721235,0.539569,1.010849,0,0,0,0
---:0,4,top,3,0.802435,0.539569,0.857151,0,0,0,0
---:0,4,top,4,0.86409,0.539569,0.689291,0,0,0,0
---:0,4,top,5,0.90957,0.539569,0.520326,0,0,0,0
---:0,4,top,6,0.941565,0.539569,0.363845,0,0,0,0
---:0,4,top,7,0.962785,0.539569,0.252716,0,0,0,0
---:0,4,top,8,0.97648,0.539569,0.183298,0,0,0,0
---:0,4,top,9,0.985445,0.539569,0.127849,0,0,0,0
---:0,4,top,10,0.991215,0.539569,0.081551,0,0,0,0
---:0,5,bottom,-10,0.00692,0.539569,0.071563,0,0,0,0
---:0,5,bottom,-9,0.011895,0.539569,0.11735,0,0,0,0
---:0,5,bottom,-8,0.020095,0.539569,0.179208,0,0,0,0
---:0,5,bottom,-7,0.03362,0.539569,0.269721,0,0,0,0
---:0,5,bottom,-6,0.05462,0.539569,0.400428,0,0,0,0
---:0,5,bottom,-5,0.086695,0.539569,0.572982,0,0,0,0
---:0,5,bottom,-4,0.13468,0.539569,0.783623,0,0,0,0
---:0,5,bottom,-3,0.203595,0.539569,1.007788,0,0,0,0
---:0,5,bottom,-2,0.29754,0.539569,1.20706,0,0,0,0
---:0,5,bottom,-1,0.41934,0.539569,1.287647,0,0,0,0
---:0,5,bottom,0,0.564935,0.539569,1.117057,0,0,0,0
---:0,5,bottom,1,0.70246,0.539569,0.819365,0,0,0,0
---:0,5,bottom,2,0.80477,0.539569,0.565489,0,0,0,0
---:0,5,bottom,3,0.874635,0.539569,0.365324,0,0,0,0
---:0,5,bottom,4,0.92118,0.539569,0.230697,0,0,0,0
---:0,5,bottom,5,0.952345,0.539569,0.141642,0,0,0,0
---:0,5,bottom,6,0.971975,0.539569,0.084414,0,0,0,0
---:0,5,bottom,7,0.983535,0.539569,0.050167,0,0,0,0
---:0,5,bottom,8,0.99038,0.539569,0.028174,0,0,0,0
---:0,5,bottom,9,0.99467,0.539569,0.016215,0,0,0,0
---:0,5,bottom,10,0.99715,0.539569,0.009098,0,0,0,0
---:0,5,top,-10,0.005735,0.539569,0.014905,0,0,0,0
---:0,5,top,-9,0.01021,0.539569,0.029458,0,0,0,0
---:0,5,top,-8,0.017485,0.539569,0.051761,0,0,0,0
---:0,5,top,-7,0.028595,0.539569,0.087611,0,0,0,0
---:0,5,top,-6,0.04647,0.539569,0.139065,0,0,0,0
---:0,5,top,-5,0.07485,0.539569,0.213704,0,0,0,0
---:0,5,top,-4,0.11662,0.539569,0.314553,0,0,0,0
---:0,5,top,-3,0.17524,0.539569,0.464462,0,0,0,0
---:0,5,top,-2,0.25743,0.539569,0.677747,0,0,0,0
---:0,5,top,-1,0.36759,0.539569,0.911827,0,0,0,0
---:0,5,top,0,0.50138,0.539569,1.136221,0,0,0,0
---:0,5,top,1,0.634385,0.539569,1.218168,0,0,0,0
---:0,5,top,2,0.742945,0.539569,1.097433,0,0,0,0
---:0,5,top,3,0.82537,0.539569,0.896327,0,0,0,0
---:0,5,top,4,0.885005,0.539569,0.687839,0,0,0,0
---:0,5,top,5,0.926465,0.539569,0.497548,0,0,0,0
---:0,5,top,6,0.954105,0.539569,0.340406,0,0,0,0
---:0,5,top,7,0.971785,0.539569,0.230226,0,0,0,0
---:0,5,top,8,0.98303,0.539569,0.155479,0,0,0,0
---:0,5,top,9,0.98991,0.539569,0.100163,0,0,0,0
---:0,5,top,10,0.99413,0.539569,0.060773,0,0,0,0
---:0,6,bottom,-10,0.00418,0.539569,0.050229,0,0,0,0
---:0,6,bottom,-9,0.00756,0.539569,0.087477,0,0,0,0
---:0,6,bottom,-8,0.013555,0.539569,0.144527,0,0,0,0
---:0,6,bottom,-7,0.02368,0.539569,0.230253,0,0,0,0
---:0,6,bottom,-6,0.040145,0.539569,0.357461,0,0,0,0
---:0,6,bottom,-5,0.06714,0.539569,0.546229,0,0,0,0
---:0,6,bottom,-4,0.11008,0.539569,0.787187,0,0,0,0
---:0,6,bottom,-3,0.17493,0.539569,1.065248,0,0,0,0
---:0,6,bottom,-2,0.268985,0.539569,1.337578,0,0,0,0
---:0,6,bottom,-1,0.400825,0.539569,1.495969,0,0,0,0
---:0,6,bottom,0,0.5751,0.539569,1.248201,0,0,0,0
---:0,6,bottom,1,0.734545,0.539569,0.800514,0,0,0,0
---:0,6,bottom,2,0.836805,0.539569,0.510871,0,0,0,0
---:0,6,bottom,3,0.902125,0.539569,0.303953,0,0,0,0
---:0,6,bottom,4,0.94248,0.539569,0.174281,0,0,0,0
---:0,6,bottom,5,0.96745,0.539569,0.100945,0,0,0,0
---:0,6,bottom,6,0.98193,0.539569,0.060462,0,0,0,0
---:0,6,bottom,7,0.989885,0.539569,0.035076,0,0,0,0
---:0,6,bottom,8,0.99443,0.539569,0.017858,0,0,0,0
---:0,6,bottom,9,0.99702,0.539569,0.007788,0,0,0,0
---:0,6,bottom,10,0.99842,0.539569,0.002641,0,0,0,0
---:0,6,top,-10,0.003535,0.539569,0.01078,0,0,0,0
---:0,6,top,-9,0.00648,0.539569,0.018588,0,0,0,0
---:0,6,top,-8,0.011415,0.539569,0.033707,0,0,0,0
---:0,6,top,-7,0.01968,0.539569,0.060951,0,0,0,0
---:0,6,top,-6,0.033615,0.539569,0.100781,0,0,0,0
---:0,6,top,-5,0.056745,0.539569,0.168474,0,0,0,0
---:0,6,top,-4,0.093175,0.539569,0.272021,0,0,0,0
---:0,6,top,-3,0.14766,0.539569,0.42385,0,0,0,0
---:0,6,top,-2,0.228655,0.539569,0.652028,0,0,0,0
---:0,6,top,-1,0.345095,0.539569,0.938598,0,0,0,0
---:0,6,top,0,0.499855,0.539569,1.274855,0,0,0,0
---:0,6,top,1,0.65466,0.539569,1.395557,0,0,0,0
---:0,6,top,2,0.77075,0.539569,1.198139,0,0,0,0
---:0,6,top,3,0.851895,0.539569,0.930221,0,0,0,0
---:0,6,top,4,0.9071,0.539569,0.67656,0,0,0,0
---:0,6,top,5,0.943405,0.539569,0.465518,0,0,0,0
---:0,6,top,6,0.96611,0.539569,0.305867,0,0,0,0
---:0,6,top,7,0.980165,0.539569,0.196417,0,0,0,0
---:0,6,top,8,0.98875,0.539569,0.122846,0,0,0,0
---:0,6,top,9,0.993725,0.539569,0.074374,0,0,0,0
---:0,6,top,10,0.996515,0.539569,0.043057,0,0,0,0
---:0,7,bottom,-10,0.0022,0.539569,0.034158,0,0,0,0
---:0,7,bottom,-9,0.00415,0.539569,0.059812,0,0,0,0
---:0,7,bottom,-8,0.00778,0.539569,0.103581,0,0,0,0
---:0,7,bottom,-7,0.01448,0.539569,0.176517,0,0,0,0
---:0,7,bottom,-6,0.026415,0.539569,0.295926,0,0,0,0
---:0,7,bottom,-5,0.04693,0.539569,0.486481,0,0,0,0
---:0,7,bottom,-4,0.08216,0.539569,0.763817,0,0,0,0
---:0,7,bottom,-3,0.139445,0.539569,1.115579,0,0,0,0
---:0,7,bottom,-2,0.230345,0.539569,1.506546,0,0,0,0
---:0,7,bottom,-1,0.36983,0.539569,1.825485,0,0,0,0
---:0,7,bottom,0,0.58896,0.539569,1.421899,0,0,0,0
---:0,7,bottom,1,0.784645,0.539569,0.712545,0,0,0,0
---:0,7,bottom,2,0.879715,0.539569,0.408328,0,0,0,0
---:0,7,bottom,3,0.9344,0.539569,0.226452,0,0,0,0
---:0,7,bottom,4,0.96493,0.539569,0.120637,0,0,0,0
---:0,7,bottom,5,0.981685,0.539569,0.061361,0,0,0,0
---:0,7,bottom,6,0.990595,0.539569,0.034341,0,0,0,0
---:0,7,bottom,7,0.995105,0.539569,0.020143,0,0,0,0
---:0,7,bottom,8,0.99749,0.539569,0.009933,0,0,0,0
---:0,7,bottom,9,0.998825,0.539569,0.003486,0,0,0,0
---:0,7,bottom,10,0.9995,0.539569,0.000968,0,0,0,0
---:0,7,top,-10,0.0019,0.539569,0.003827,0,0,0,0
---:0,7,top,-9,0.003565,0.539569,0.010611,0,0,0,0
---:0,7,top,-8,0.00674,0.539569,0.023131,0,0,0,0
---:0,7,top,-7,0.01234,0.539569,0.041868,0,0,0,0
---:0,7,top,-6,0.02189,0.539569,0.070496,0,0,0,0
---:0,7,top,-5,0.039045,0.539569,0.121732,0,0,0,0
---:0,7,top,-4,0.068485,0.539569,0.210089,0,0,0,0
---:0,7,top,-3,0.11643,0.539569,0.363008,0,0,0,0
---:0,7,top,-2,0.194035,0.539569,0.601484,0,0,0,0
---:0,7,top,-1,0.3135,0.539569,0.931708,0,0,0,0
---:0,7,top,0,0.4998,0.539569,1.456655,0,0,0,0
---:0,7,top,1,0.686965,0.539569,1.651415,0,0,0,0
---:0,7,top,2,0.80626,0.539569,1.321586,0,0,0,0
---:0,7,top,3,0.882885,0.539569,0.961299,0,0,0,0
---:0,7,top,4,0.931195,0.539569,0.651303,0,0,0,0
---:0,7,top,5,0.960955,0.539569,0.409979,0,0,0,0
---:0,7,top,6,0.978165,0.539569,0.246331,0,0,0,0
---:0,7,top,7,0.987925,0.539569,0.149258,0,0,0,0
---:0,7,top,8,0.993545,0.539569,0.087921,0,0,0,0
---:0,7,top,9,0.99656,0.539569,0.050116,0,0,0,0
---:0,7,top,10,0.998185,0.539569,0.027838,0,0,0,0
---:0,8,bottom,-10,0.000885,0.539569,0.017477,0,0,0,0
---:0,8,bottom,-9,0.001705,0.539569,0.033081,0,0,0,0
---:0,8,bottom,-8,0.00359,0.539569,0.062225,0,0,0,0
---:0,8,bottom,-7,0.007275,0.539569,0.118411,0,0,0,0
---:0,8,bottom,-6,0.014275,0.539569,0.221278,0,0,0,0
---:0,8,bottom,-5,0.02721,0.539569,0.396142,0,0,0,0
---:0,8,bottom,-4,0.05144,0.539569,0.68368,0,0,0,0
---:0,8,bottom,-3,0.09634,0.539569,1.114992,0,0,0,0
---:0,8,bottom,-2,0.17561,0.539569,1.701675,0,0,0,0
---:0,8,bottom,-1,0.312065,0.539569,2.362819,0,0,0,0
---:0,8,bottom,0,0.607035,0.539569,1.692244,0,0,0,0
---:0,8,bottom,1,0.86367,0.539569,0.520759,0,0,0,0
---:0,8,bottom,2,0.934445,0.539569,0.258859,0,0,0,0
---:0,8,bottom,3,0.968685,0.539569,0.123941,0,0,0,0
---:0,8,bottom,4,0.98545,0.539569,0.054483,0,0,0,0
---:0,8,bottom,5,0.993375,0.539569,0.023445,0,0,0,0
---:0,8,bottom,6,0.99691,0.539569,0.011838,0,0,0,0
---:0,8,bottom,7,0.99848,0.539569,0.00668,0,0,0,0
---:0,8,bottom,8,0.99927,0.539569,0.003731,0,0,0,0
---:0,8,bottom,9,0.999695,0.539569,0.001142,0,0,0,0
---:0,8,bottom,10,0.99986,0.539569,0.00013,0,0,0,0
---:0,8,top,-10,0.00065,0.539569,0.001258,0,0,0,0
---:0,8,top,-9,0.001485,0.539569,0.004676,0,0,0,0
---:0,8,top,-8,0.00309,0.539569,0.013098,0,0,0,0
---:0,8,top,-7,0.005985,0.539569,0.024491,0,0,0,0
---:0,8,top,-6,0.01146,0.539569,0.042063,0,0,0,0
---:0,8,top,-5,0.02212,0.539569,0.076614,0,0,0,0
---:0,8,top,-4,0.042475,0.539569,0.146306,0,0,0,0
---:0,8,top,-3,0.079485,0.539569,0.274788,0,0,0,0
---:0,8,top,-2,0.145085,0.539569,0.491,0,0,0,0
---:0,8,top,-1,0.259745,0.539569,0.863428,0,0,0,0
---:0,8,top,0,0.500325,0.539569,1.739505,0,0,0,0
---:0,8,top,1,0.740215,0.539569,2.062356,0,0,0,0
---:0,8,top,2,0.8545,0.539569,1.452677,0,0,0,0
---:0,8,top,3,0.920515,0.539569,0.94154,0,0,0,0
---:0,8,top,4,0.9575,0.539569,0.572623,0,0,0,0
---:0,8,top,5,0.977765,0.539569,0.32922,0,0,0,0
---:0,8,top,6,0.98858,0.539569,0.182495,0,0,0,0
---:0,8,top,7,0.99417,0.539569,0.097331,0,0,0,0
---:0,8,top,8,0.99707,0.539569,0.052077,0,0,0,0
---:0,8,top,9,0.99858,0.539569,0.027749,0,0,0,0
---:0,8,top,10,0.99927,0.539569,0.014212,0,0,0,0
---:0,9,bottom,-10,0.000245,0.539569,0.00605,0,0,0,0
---:0,9,bottom,-9,0.000475,0.539569,0.013298,0,0,0,0
---:0,9,bottom,-8,0.001215,0.539569,0.028869,0,0,0,0
---:0,9,bottom,-7,0.002545,0.539569,0.062501,0,0,0,0
---:0,9,bottom,-6,0.00517,0.539569,0.13364,0,0,0,0
---:0,9,bottom,-5,0.010755,0.539569,0.270478,0,0,0,0
---:0,9,bottom,-4,0.0233,0.539569,0.544998,0,0,0,0
---:0,9,bottom,-3,0.04902,0.539569,1.042687,0,0,0,0
---:0,9,bottom,-2,0.100945,0.539569,1.878145,0,0,0,0
---:0,9,bottom,-1,0.2073,0.539569,3.320469,0,0,0,0
---:0,9,bottom,0,0.63932,0.539569,2.119841,0,0,0,0
---:0,9,bottom,1,1,0.539569,0,0,0,0,0
---:0,9,bottom,2,1,0.539569,0,0,0,0,0
---:0,9,bottom,3,1,0.539569,0,0,0,0,0
---:0,9,bottom,4,1,0.539569,0,0,0,0,0
---:0,9,bottom,5,1,0.539569,0,0,0,0,0
---:0,9,bottom,6,1,0.539569,0,0,0,0,0
---:0,9,bottom,7,1,0.539569,0,0,0,0,0
---:0,9,bottom,8,1,0.539569,0,0,0,0,0
---:0,9,bottom,9,1,0.539569,0,0,0,0,0
---:0,9,bottom,10,1,0.539569,0,0,0,0,0
---:0,9,top,-10,0.00018,0.539569,0.000425,0,0,0,0
---:0,9,top,-9,0.000375,0.539569,0.001009,0,0,0,0
---:0,9,top,-8,0.000885,0.539569,0.004327,0,0,0,0
---:0,9,top,-7,0.00183,0.539569,0.008226,0,0,0,0
---:0,9,top,-6,0.003835,0.539569,0.014136,0,0,0,0
---:0,9,top,-5,0.008095,0.539569,0.029243,0,0,0,0
---:0,9,top,-4,0.017855,0.539569,0.069251,0,0,0,0
---:0,9,top,-3,0.03863,0.539569,0.151525,0,0,0,0
---:0,9,top,-2,0.080875,0.539569,0.312387,0,0,0,0
---:0,9,top,-1,0.16743,0.539569,0.627541,0,0,0,0
---:0,9,top,0,0.499715,0.539569,2.184154,0,0,0,0
---:0,9,top,1,0.831935,0.539569,2.755537,0,0,0,0
---:0,9,top,2,0.91822,0.539569,1.548282,0,0,0,0
---:0,9,top,3,0.96026,0.539569,0.858241,0,0,0,0
---:0,9,top,4,0.981235,0.539569,0.445062,0,0,0,0
---:0,9,top,5,0.99128,0.539569,0.220355,0,0,0,0
---:0,9,top,6,0.99578,0.539569,0.107397,0,0,0,0
---:0,9,top,7,0.998035,0.539569,0.048639,0,0,0,0
---:0,9,top,8,0.999085,0.539569,0.022559,0,0,0,0
---:0,9,top,9,0.99961,0.539569,0.010212,0,0,0,0
---:0,9,top,10,0.9998,0.539569,0.004571,0,0,0,0
---:1,1,bottom,-10,0.020005,0.284109,0.083753,0,0,0,1
---:1,1,bottom,-9,0.03038,0.284109,0.12093,0,0,0,1
---:1,1,bottom,-8,0.045565,0.284109,0.168274,0,0,0,1
---:1,1,bottom,-7,0.06715,0.284109,0.232452,0,0,0,1
---:1,1,bottom,-6,0.096785,0.284109,0.306062,0,0,0,1
---:1,1,bottom,-5,0.136905,0.284109,0.387116,0,0,0,1
---:1,1,bottom,-4,0.190525,0.284109,0.473868,0,0,0,1
---:1,1,bottom,-3,0.257965,0.284109,0.54552,0,0,0,1
---:1,1,bottom,-2,0.33732,0.284109,0.595786,0,0,0,1
---:1,1,bottom,-1,0.42672,0.284109,0.611394,0,0,0,1
---:1,1,bottom,0,0.52326,0.284109,0.582765,0,0,0,1
---:1,1,bottom,1,0.61865,0.284109,0.513334,0,0,0,1
---:1,1,bottom,2,0.70497,0.284109,0.42497,0,0,0,1
---:1,1,bottom,3,0.77997,0.284109,0.33992,0,0,0,1
---:1,1,bottom,4,0.840875,0.284109,0.261774,0,0,0,1
---:1,1,bottom,5,0.88715,0.284109,0.195427,0,0,0,1
---:1,1,bottom,6,0.92217,0.284109,0.138513,0,0,0,1
---:1,1,bottom,7,0.947695,0.284109,0.095846,0,0,0,1
---:1,1,bottom,8,0.96506,0.284109,0.062858,0,0,0,1
---:1,1,bottom,9,0.97684,0.284109,0.040382,0,0,0,1
---:1,1,bottom,10,0.98469,0.284109,0.024161,0,0,0,1
---:1,1,top,-10,0.022305,0.284109,0.033584,0,0,0,1
---:1,1,top,-9,0.033175,0.284109,0.058453,0,0,0,1
---:1,1,top,-8,0.048795,0.284109,0.086718,0,0,0,1
---:1,1,top,-7,0.0711,0.284109,0.126696,0,0,0,1
---:1,1,top,-6,0.102385,0.284109,0.175249,0,0,0,1
---:1,1,top,-5,0.143845,0.284109,0.232546,0,0,0,1
---:1,1,top,-4,0.19722,0.284109,0.303223,0,0,0,1
