"des","id","type","start_speed","sz_top","sz_bot","pfx_x","pfx_z","px","pz","pitcher_name","pitch_type","count","stand","batter_name"
"Called Strike",55,"S",90,3.49,1.59,-9.55831310420159,12.0665209255975,0.672597519950198,2.44486430583686,"Jeremy Hellickson","FF","0-0","L","Billy Hamilton"
"Foul",56,"S",90.4,3.49,1.59,-8.17834645930258,11.0812515916506,0.744218865273731,2.54838547872821,"Jeremy Hellickson","FF","0-1","L","Billy Hamilton"
"In play, out(s)",57,"X",82,3.49,1.59,-8.00035474602587,12.6482517981695,-0.407495487203806,1.83700462588675,"Jeremy Hellickson","CH","0-2","L","Billy Hamilton"
"Called Strike",61,"S",91,3.32,1.49,-9.90887627107067,12.6697731491418,0.23558327864332,2.17238816790189,"Jeremy Hellickson","FF","0-0","R","Jose Peraza"
"Swinging Strike",62,"S",81.4,3.32,1.49,-6.48387631206109,9.76882595409252,-0.107735281955987,2.25054790891229,"Jeremy Hellickson","CH","0-1","R","Jose Peraza"
"Foul",63,"S",82.3,3.32,1.49,-6.33203533490352,13.165337171291,-1.16305425885502,2.35098754935344,"Jeremy Hellickson","CH","0-2","R","Jose Peraza"
"In play, no out",64,"X",92,3.32,1.49,-8.31535412498268,13.358963320485,-0.465171839916217,3.03388847155923,"Jeremy Hellickson","FF","0-2","R","Jose Peraza"
"Foul",69,"S",90.7,3.33,1.6,-6.40408821007598,15.431639205752,0.398326555092285,2.75149224630428,"Jeremy Hellickson","FF","0-0","L","Joey Votto"
"Ball",70,"B",87,3.33,1.6,-2.18959318108075,12.6441138460193,1.43760642533602,2.36234727547028,"Jeremy Hellickson","FC","0-1","L","Joey Votto"
"In play, out(s)",71,"X",90.9,3.33,1.6,-4.47381043396166,13.4412517410888,0.839961997843516,3.13474878490245,"Jeremy Hellickson","FF","1-1","L","Joey Votto"
"Called Strike",108,"S",90.8,3.38,1.56,-8.85389776296035,10.7951420911649,-0.912702842683701,2.09760346897885,"Jeremy Hellickson","FF","0-0","R","Adam Duvall"
"Swinging Strike",109,"S",81.9,3.38,1.56,-4.86455197652484,11.5350968479136,-0.0762966382359448,2.39969308472401,"Jeremy Hellickson","CH","0-1","R","Adam Duvall"
"Ball",110,"B",81.7,3.38,1.56,-6.84019687236425,9.16805013882325,1.67142075421627,0.630186569364269,"Jeremy Hellickson","CH","0-2","R","Adam Duvall"
"In play, out(s)",111,"X",82.2,3.38,1.56,-7.94310452944801,10.5041843978901,0.16275097797115,1.21051191741754,"Jeremy Hellickson","CH","1-2","R","Adam Duvall"
"Ball",115,"B",90.9,3.47,1.61,-9.48356322336379,10.9540834666677,-1.17395922510076,2.46738740589243,"Jeremy Hellickson","FF","0-0","R","Eugenio Suarez"
"In play, out(s)",116,"X",91.4,3.47,1.61,-7.92702401518184,11.5935302455498,-0.736497912375816,2.21163601509692,"Jeremy Hellickson","FF","1-0","R","Eugenio Suarez"
"Called Strike",120,"S",75.1,3.33,1.6,3.69459310418294,-5.85927107667428,-0.0274686942408085,2.98128782965079,"Jeremy Hellickson","KC","0-0","L","Scott Schebler"
"In play, out(s)",121,"X",87.3,3.33,1.6,-0.974437751480779,12.9490024172692,0.916982060810492,3.60101398395539,"Jeremy Hellickson","FC","0-1","L","Scott Schebler"
"Foul",165,"S",90.1,3.27,1.51,-8.67100827482824,9.46467780956919,-0.656638882139274,1.65576454037151,"Jeremy Hellickson","FF","0-0","R","Zachary Cozart"
"Ball",166,"B",82.2,3.27,1.51,-6.87240809533903,9.92635768342022,-1.02261006713242,1.66649584201305,"Jeremy Hellickson","CH","0-1","R","Zachary Cozart"
"Called Strike",167,"S",90.5,3.27,1.51,-7.42796973941746,10.8018552632881,0.924445501416157,1.92240840044736,"Jeremy Hellickson","FF","1-1","R","Zachary Cozart"
"Foul",168,"S",83,3.27,1.51,-6.27646499492092,12.1998293991252,0.0857883072134864,1.2649651586862,"Jeremy Hellickson","CH","1-2","R","Zachary Cozart"
"Foul",169,"S",91.1,3.27,1.51,-9.0656102624498,9.67137199740166,-0.735563879239171,3.7838243701853,"Jeremy Hellickson","FF","1-2","R","Zachary Cozart"
"Foul",170,"S",90.9,3.27,1.51,-10.1271839955212,10.7555280795106,-0.523111164806875,2.07260453813616,"Jeremy Hellickson","FF","1-2","R","Zachary Cozart"
"Foul",171,"S",77.8,3.27,1.51,-7.67540363083427,7.99246719125896,-0.105239934517932,1.52256450248196,"Jeremy Hellickson","CH","1-2","R","Zachary Cozart"
"Ball",172,"B",91.5,3.27,1.51,-7.19841561312893,10.6502840599499,-0.897339061790167,3.81117956050874,"Jeremy Hellickson","FF","1-2","R","Zachary Cozart"
"In play, no out",173,"X",90.8,3.27,1.51,-8.19000674183009,9.5542638558592,0.693007174056925,2.20381092915052,"Jeremy Hellickson","FF","2-2","R","Zachary Cozart"
"In play, no out",177,"X",90.6,3.17,1.45,-8.35379360640851,13.8764818663376,-0.336476680409389,1.98170736672574,"Jeremy Hellickson","FF","0-0","L","Tucker Barnhart"
"Called Strike",182,"S",89.8,3.85,1.83,-9.67534806464207,13.0027736986144,0.337688143978387,1.97940437665648,"Jeremy Hellickson","FF","0-0","L","Scott Feldman"
"Called Strike",184,"S",73.2,3.85,1.83,4.38109711100981,-5.34409439118554,-0.330844839580733,3.33925302112622,"Jeremy Hellickson","KC","0-1","L","Scott Feldman"
"In play, no out",185,"X",90.6,3.85,1.83,-7.1118659511724,13.7638131473651,-0.0563135698547381,4.0746715538395,"Jeremy Hellickson","FF","0-2","L","Scott Feldman"
"In play, run(s)",191,"X",88.5,3.49,1.59,-2.91406860937914,13.8364140082468,0.479073715977194,3.39261638833083,"Jeremy Hellickson","FC","0-0","L","Billy Hamilton"
"Ball",197,"B",91.7,3.32,1.49,-10.2742390063402,11.9292787009925,0.040519852837848,1.69413132307756,"Jeremy Hellickson","FF","0-0","R","Jose Peraza"
"In play, out(s)",198,"X",82.8,3.32,1.49,-5.55079706110692,9.13936500921604,0.414797508033216,2.13632239821865,"Jeremy Hellickson","CH","1-0","R","Jose Peraza"
"Ball",232,"B",90.2,3.33,1.6,-8.20916230344825,8.8685521476855,1.11169033574896,2.35142533353356,"Jeremy Hellickson","FF","0-0","L","Joey Votto"
"Ball",233,"B",86.8,3.33,1.6,-1.65016349019614,8.33667887105677,1.50676026171298,2.35579070198077,"Jeremy Hellickson","FC","1-0","L","Joey Votto"
"In play, out(s)",234,"X",88.2,3.33,1.6,-4.03994074444968,10.1189726442693,0.375193948734576,3.01998273249081,"Jeremy Hellickson","FC","2-0","L","Joey Votto"
"Ball",238,"B",82,3.38,1.56,-8.03570789294108,7.87997279813314,0.988581827019913,0.793229381746206,"Jeremy Hellickson","CH","0-0","R","Adam Duvall"
"In play, no out",239,"X",91.7,3.38,1.56,-7.9395909925044,14.4272345317548,-0.459786365304147,2.46412295269999,"Jeremy Hellickson","FF","1-0","R","Adam Duvall"
"Called Strike",243,"S",74.6,3.47,1.61,6.00667648756123,-3.58541112296593,0.524496903370521,2.19636470288004,"Jeremy Hellickson","KC","0-0","R","Eugenio Suarez"
"Hit By Pitch",244,"B",90.6,3.47,1.61,-7.10842615925484,9.98846844428369,-2.65170604056843,3.96313022209377,"Jeremy Hellickson","FF","0-1","R","Eugenio Suarez"
"Foul",248,"S",87.5,3.33,1.6,-1.22805766853849,13.1297633027023,-0.523281699893065,3.86467623414299,"Jeremy Hellickson","FC","0-0","L","Scott Schebler"
"Ball",249,"B",75.9,3.33,1.6,6.97972359029498,-5.87521224586721,0.797290459578115,2.04314131844878,"Jeremy Hellickson","KC","0-1","L","Scott Schebler"
"Ball",250,"B",75.5,3.33,1.6,7.69432570416986,-5.89386191593674,-0.982763647522377,3.58428485196189,"Jeremy Hellickson","KC","1-1","L","Scott Schebler"
"Ball",251,"B",88.6,3.33,1.6,-1.69365068655942,12.8458447139209,1.02854390619324,3.97277637752584,"Jeremy Hellickson","FC","2-1","L","Scott Schebler"
"Ball",252,"B",87.5,3.33,1.6,-0.992003376539492,13.6224618281736,1.06660215398441,1.94690728600614,"Jeremy Hellickson","FC","3-1","L","Scott Schebler"
"Ball",258,"B",92.3,3.27,1.51,-8.07595980717332,11.9290585428765,0.793104229413465,2.280741082197,"Jeremy Hellickson","FF","0-0","R","Zachary Cozart"
"In play, out(s)",259,"X",82,3.27,1.51,-6.17290875159928,7.90260120020838,-0.0429790557545845,2.25669388511365,"Jeremy Hellickson","CH","1-0","R","Zachary Cozart"
"Ball In Dirt",263,"B",76.8,3.17,1.45,4.04973934531704,-2.00941801202653,-0.350223404339408,0.932694667052724,"Jeremy Hellickson","KC","0-0","L","Tucker Barnhart"
"Ball",264,"B",80.3,3.17,1.45,-8.62569657772861,8.68539428891232,0.664146424272636,2.23615468674139,"Jeremy Hellickson","CH","1-0","L","Tucker Barnhart"
"In play, out(s)",265,"X",90.1,3.17,1.45,-8.45660282066112,7.50180134627846,0.0816039151046234,2.68718542983168,"Jeremy Hellickson","FT","2-0","L","Tucker Barnhart"
"Ball",325,"B",80.3,3.26,1.48,-7.26762094730706,9.79933767557743,1.35781826281712,1.65113256186859,"Jeremy Hellickson","CH","0-0","R","Patrick Kivlehan"
"Ball",326,"B",79.5,3.26,1.48,-4.6934748833139,11.1817102705226,1.87472480998293,0.336296178906183,"Jeremy Hellickson","CH","1-0","R","Patrick Kivlehan"
"Ball",327,"B",88.1,3.26,1.48,-9.05013975578143,11.3276105839195,-0.250196724916168,1.37847760044797,"Jeremy Hellickson","FF","2-0","R","Patrick Kivlehan"
"Called Strike",328,"S",88.4,3.26,1.48,-8.64006822317053,10.4831294121492,0.808303520798296,2.50596385735123,"Jeremy Hellickson","FF","3-0","R","Patrick Kivlehan"
"Foul",329,"S",89.4,3.26,1.48,-8.95780314659504,8.62258727194824,0.000226037178698993,2.23927023456934,"Jeremy Hellickson","FF","3-1","R","Patrick Kivlehan"
"Foul",330,"S",89.3,3.26,1.48,-8.23595750797733,11.1331979835484,0.232175113597594,3.1269096647161,"Jeremy Hellickson","FF","3-2","R","Patrick Kivlehan"
"Swinging Strike",331,"S",89.3,3.26,1.48,-6.43865135836871,14.1642922375996,0.884599573656572,2.90246577732498,"Jeremy Hellickson","FF","3-2","R","Patrick Kivlehan"
"In play, out(s)",335,"X",86.1,3.49,1.59,-0.349174248403974,10.4539536507028,0.865372552348671,2.82179614967194,"Jeremy Hellickson","FC","0-0","L","Billy Hamilton"
"Ball",339,"B",90,3.32,1.49,-8.44349180851693,16.7507632820076,1.45252021228722,2.73283722040169,"Jeremy Hellickson","FF","0-0","R","Jose Peraza"
"In play, no out",340,"X",90.3,3.32,1.49,-9.20886968203274,12.6982907466426,0.904945251751836,2.56749510051182,"Jeremy Hellickson","FF","1-0","R","Jose Peraza"
"Foul",344,"S",86.1,3.33,1.6,-2.03446915745555,13.1379441098724,-0.349841002731736,3.72320098438435,"Jeremy Hellickson","FC","0-0","L","Joey Votto"
"Foul",345,"S",87,3.33,1.6,-0.642590421329329,17.0005003009553,0.255373480231621,2.61496999823367,"Jeremy Hellickson","FC","0-1","L","Joey Votto"
"In play, out(s)",347,"X",78.9,3.33,1.6,-3.76823561914182,9.06271080232646,-1.21599203879174,2.54719528861673,"Jeremy Hellickson","CH","0-2","L","Joey Votto"
"Called Strike",385,"S",88.5,3.38,1.56,-5.87589485193521,11.3166639787777,1.07157083282766,2.10345951307637,"Jeremy Hellickson","FC","0-0","R","Adam Duvall"
"Ball",386,"B",89.3,3.38,1.56,-5.97341373205486,12.6617096774676,-1.23117290218326,2.29041818719616,"Jeremy Hellickson","FF","0-1","R","Adam Duvall"
"In play, no out",387,"X",89.9,3.38,1.56,-5.58768391688984,13.6714955958355,0.575973332938206,2.64638790993117,"Jeremy Hellickson","FF","1-1","R","Adam Duvall"
"Called Strike",395,"S",94.5,3.47,1.61,-8.03291298619363,13.2523179603877,0.0844978903704153,2.81444440475271,"Joaquin Benoit","FF","0-0","R","Eugenio Suarez"
"Called Strike",396,"S",87,3.47,1.61,1.19549524414225,4.30320322007308,0.893904953485706,2.18105612041591,"Joaquin Benoit","SL","0-1","R","Eugenio Suarez"
"Foul",397,"S",87.6,3.47,1.61,0.461730743144204,5.77255772337019,0.00348430419509226,1.75903468918484,"Joaquin Benoit","SL","0-2","R","Eugenio Suarez"
"Foul",398,"S",95.3,3.47,1.61,-8.46457896195498,13.4446952913096,0.461034507934042,3.2296825000391,"Joaquin Benoit","FF","0-2","R","Eugenio Suarez"
"Swinging Strike",399,"S",95.4,3.47,1.61,-6.64368292555554,12.8916995103044,0.669224361524785,3.08031032800173,"Joaquin Benoit","FF","0-2","R","Eugenio Suarez"
"Swinging Strike",403,"S",95.3,3.33,1.6,-8.39912313076386,13.4365726223528,-0.126797927549619,3.03884209602296,"Joaquin Benoit","FF","0-0","L","Scott Schebler"
"Ball",404,"B",86.5,3.33,1.6,1.44636209534063,6.02580192634139,0.781255946344867,2.14013894481844,"Joaquin Benoit","SL","0-1","L","Scott Schebler"
"Swinging Strike",405,"S",84.8,3.33,1.6,-10.0307499850698,10.1130249432304,-1.28087745516378,1.83422947895921,"Joaquin Benoit","CH","1-1","L","Scott Schebler"
"Swinging Strike",406,"S",96,3.33,1.6,-6.41935582601581,14.3553798439476,-0.153547953003081,2.71908911306135,"Joaquin Benoit","FF","1-2","L","Scott Schebler"
"In play, out(s)",410,"X",94.8,3.27,1.51,-7.50153703555478,16.5337994767686,-0.29594627610927,3.58663372370955,"Joaquin Benoit","FF","0-0","R","Zachary Cozart"
"Called Strike",454,"S",94,3.17,1.45,-3.84962883319982,14.0574103143233,-1.04099474583245,2.25064941654371,"Edubray Ramos","FF","0-0","L","Tucker Barnhart"
"Ball",455,"B",80.7,3.17,1.45,4.62024361349785,2.66591841815794,0.44564716524162,1.60705493683573,"Edubray Ramos","SL","0-1","L","Tucker Barnhart"
"Ball",456,"B",81.3,3.17,1.45,3.1767127621228,0.955534970826756,0.833614947002041,0.906788537601716,"Edubray Ramos","SL","1-1","L","Tucker Barnhart"
"Swinging Strike",457,"S",93,3.17,1.45,-2.44077848647428,12.5247374719412,0.00575133079657742,2.87335232237073,"Edubray Ramos","FF","2-1","L","Tucker Barnhart"
"Ball",458,"B",94.8,3.17,1.45,-3.90269663722428,12.6171684164753,-0.949001811295815,4.93958284754703,"Edubray Ramos","FF","2-2","L","Tucker Barnhart"
"Foul",459,"S",94.2,3.17,1.45,-2.0713658765729,13.3268925564014,0.718278270228586,2.26852370495412,"Edubray Ramos","FF","3-2","L","Tucker Barnhart"
"Ball",460,"B",94.7,3.17,1.45,-3.94782191966704,12.6317159763523,-1.16931522476718,3.02520406653326,"Edubray Ramos","FF","3-2","L","Tucker Barnhart"
"Ball",466,"B",81,3.15,1.48,5.13112526915431,0.605654368784101,0.715304886108869,1.93414536170357,"Edubray Ramos","SL","0-0","L","Scooter Gennett"
"Swinging Strike",467,"S",95.3,3.15,1.48,-4.33996657666652,13.0345784175353,0.71318449144548,3.01227156347049,"Edubray Ramos","FF","1-0","L","Scooter Gennett"
"Ball",468,"B",81.2,3.15,1.48,5.99542749232165,2.2377842281182,2.09186696905452,2.72662573175014,"Edubray Ramos","SL","1-1","L","Scooter Gennett"
"In play, out(s)",469,"X",79.7,3.15,1.48,3.817143946995,0.809483553838085,1.0904465166146,2.11039533652662,"Edubray Ramos","CU","2-1","L","Scooter Gennett"
"Ball",474,"B",94.6,3.49,1.59,-4.64501443160803,15.5958580334285,1.26367795469196,3.63952328565669,"Edubray Ramos","FF","0-0","L","Billy Hamilton"
"Swinging Strike",475,"S",93.4,3.49,1.59,-4.78368320484331,10.4546568766913,0.0399002908152638,2.00604885709568,"Edubray Ramos","FF","1-0","L","Billy Hamilton"
"In play, no out",476,"X",93.8,3.49,1.59,-4.57123790405816,14.240015343344,0.106215867939916,1.96578679418605,"Edubray Ramos","FF","1-1","L","Billy Hamilton"
"Called Strike",480,"S",83.4,3.32,1.49,5.66803397828216,2.68657175808364,0.217490563550601,2.97044052083009,"Edubray Ramos","SL","0-0","R","Jose Peraza"
"Foul",481,"S",82.4,3.32,1.49,7.24463092405951,0.633596207574299,0.31489591621319,3.1927252609412,"Edubray Ramos","SL","0-1","R","Jose Peraza"
"Swinging Strike",482,"S",81.6,3.32,1.49,3.27482064985528,-0.920225294825435,0.922952959350217,1.85249502033235,"Edubray Ramos","SL","0-2","R","Jose Peraza"
"Foul",532,"S",93.9,3.33,1.6,-5.60380667505892,10.9509549954907,0.342663911802246,2.93684674102097,"Hector Neris","FF","0-0","L","Joey Votto"
"Foul",533,"S",94.9,3.33,1.6,-6.07202443700608,15.7273913324842,-0.5045136925508,3.23987782194227,"Hector Neris","FF","0-1","L","Joey Votto"
"Swinging Strike",534,"S",95.3,3.33,1.6,-4.69363329657149,16.5419061209333,-0.612798050049642,3.33645473659782,"Hector Neris","FF","0-2","L","Joey Votto"
"Ball",538,"B",93.8,3.38,1.56,-4.47711850936856,15.3530997640723,-1.39487700407638,3.36601997087438,"Hector Neris","FF","0-0","R","Adam Duvall"
"Called Strike",539,"S",94.5,3.38,1.56,-4.49595356617406,13.594816707741,0.894412737616966,2.39357528636357,"Hector Neris","FF","1-0","R","Adam Duvall"
"Ball",540,"B",86.4,3.38,1.56,-4.46719071905744,11.1897042828608,0.508984174366349,1.03856879331622,"Hector Neris","FS","1-1","R","Adam Duvall"
"Ball",541,"B",85.9,3.38,1.56,-10.3137213080031,10.3772449980261,1.0264056599434,0.259857522122144,"Hector Neris","FS","2-1","R","Adam Duvall"
"In play, out(s)",542,"X",93.5,3.38,1.56,-4.43680330722298,11.7549909767372,-0.234338570900007,3.39147657745872,"Hector Neris","FF","3-1","R","Adam Duvall"
"Foul",546,"S",84.8,3.47,1.61,-9.58795144264444,5.21320707388675,0.210037373162896,1.70199969351202,"Hector Neris","FS","0-0","R","Eugenio Suarez"
"Foul",547,"S",94.5,3.47,1.61,-6.32229975922226,12.8017520542862,-0.139742920188582,2.54928024896932,"Hector Neris","FF","0-1","R","Eugenio Suarez"
"In play, out(s)",548,"X",93.5,3.47,1.61,-6.45550696531828,12.8634708116012,0.427537329752253,2.00824234056191,"Hector Neris","FF","0-2","R","Eugenio Suarez"
"In play, no out",588,"X",91.3,3.33,1.6,-11.4759677657141,5.28211605012131,-0.422172871281469,1.93353512790534,"Jeanmar Gomez","SI","0-0","L","Scott Schebler"
"Called Strike",592,"S",91.9,3.27,1.51,-11.6173254862718,9.83148627887376,-0.2213322039527,1.96789011446468,"Jeanmar Gomez","SI","0-0","R","Zachary Cozart"
"Foul",593,"S",93.1,3.27,1.51,-10.2429274390661,11.1577787119803,-1.06066802323666,2.7578334048714,"Jeanmar Gomez","SI","0-1","R","Zachary Cozart"
"Foul",594,"S",92.8,3.27,1.51,-11.6015182504085,9.38966101442872,0.058817705661329,3.53441104297734,"Jeanmar Gomez","SI","0-2","R","Zachary Cozart"
"Foul",595,"S",83.8,3.27,1.51,-7.04852887130104,2.96906487009323,-0.0909795241677522,1.13259753340888,"Jeanmar Gomez","CH","0-2","R","Zachary Cozart"
"Ball",596,"B",93.2,3.27,1.51,-8.7748995890911,8.50447513821294,-0.573992504863276,4.33120695636508,"Jeanmar Gomez","SI","0-2","R","Zachary Cozart"
"Swinging Strike",597,"S",84.8,3.27,1.51,-7.1522331559857,7.59379605892157,0.369737362462778,1.03530469911582,"Jeanmar Gomez","CH","1-2","R","Zachary Cozart"
"In play, out(s)",601,"X",92,3.17,1.45,-9.48505129300599,9.41515965249988,-0.428839501782066,3.34522746736492,"Jeanmar Gomez","SI","0-0","L","Tucker Barnhart"
"Ball",605,"B",82.8,3.15,1.48,-7.47766443413596,1.37814984600156,-1.05482453517897,1.39906254598425,"Jeanmar Gomez","CH","0-0","L","Scooter Gennett"
"In play, run(s)",609,"X",90.4,3.15,1.48,-9.4168169276229,6.81040318597806,-0.423694337437941,2.6355893218737,"Jeanmar Gomez","SI","1-0","L","Scooter Gennett"
"Ball",616,"B",91.6,3.49,1.59,-8.00826216438372,11.8649902179461,-0.524867753075821,3.661967010665,"Jeanmar Gomez","FF","0-0","L","Billy Hamilton"
"In play, out(s)",617,"X",92,3.49,1.59,-11.2611430403757,7.73702681625695,-0.194953055315481,2.33369981018181,"Jeanmar Gomez","SI","1-0","L","Billy Hamilton"
"Ball",49,"B",89.8,3.49,1.59,-6.38859454515872,14.4585286035797,1.18274661985716,2.37048223409083,"Jerad Eickhoff","FF","0-0","L","Billy Hamilton"
"Foul",50,"S",90,3.49,1.59,-6.39262685678244,14.4453910327219,0.262363835990537,3.52199154369985,"Jerad Eickhoff","FF","1-0","L","Billy Hamilton"
"Foul",51,"S",91.5,3.49,1.59,-6.90012630121007,14.5483168547724,0.599479487817587,1.99912709874443,"Jerad Eickhoff","FF","1-1","L","Billy Hamilton"
"In play, out(s)",52,"X",74.9,3.49,1.59,2.75371840986761,-2.52228668794682,-0.598715438807555,2.50353083357293,"Jerad Eickhoff","CU","1-2","L","Billy Hamilton"
"Foul",56,"S",91.1,3.32,1.49,-8.41891886097767,10.893546639327,0.483571940496959,2.22072852150082,"Jerad Eickhoff","FF","0-0","R","Jose Peraza"
"Swinging Strike",57,"S",74.7,3.32,1.49,2.99064322229249,-0.343793264924776,-0.232586934206148,1.91421871322861,"Jerad Eickhoff","CU","0-1","R","Jose Peraza"
"Ball",58,"B",75.5,3.32,1.49,-2.80867734106502,6.84464311701506,2.57372713612604,-0.346802386320797,"Jerad Eickhoff","CU","0-2","R","Jose Peraza"
"Foul",59,"S",92,3.32,1.49,-8.53524636288952,11.9981488206405,-0.700967624775172,1.69918394855516,"Jerad Eickhoff","FF","1-2","R","Jose Peraza"
"In play, out(s)",60,"X",91.6,3.32,1.49,-9.81813110321624,9.49762292975526,0.18172161478001,1.20233911675691,"Jerad Eickhoff","FT","1-2","R","Jose Peraza"
"Ball",64,"B",90.9,3.33,1.6,-5.56363613462489,13.7787934520386,1.27304395238885,2.90132146134215,"Jerad Eickhoff","FF","0-0","L","Joey Votto"
"Ball",65,"B",91.3,3.33,1.6,-6.3655628072533,14.5942451953391,2.17951252651241,1.7091082725526,"Jerad Eickhoff","FF","1-0","L","Joey Votto"
"In play, out(s)",66,"X",91.4,3.33,1.6,-6.59865826536331,14.2418181548782,0.668121393301279,3.28426363843594,"Jerad Eickhoff","FF","2-0","L","Joey Votto"
"Called Strike",92,"S",90.6,3.38,1.56,-9.8479714294686,13.3198396436923,-0.22341818172796,2.57404186604211,"Jerad Eickhoff","FF","0-0","R","Adam Duvall"
"Ball",93,"B",73.8,3.38,1.56,3.34837609757392,-2.81723766551957,-0.580672553095778,3.58823931096128,"Jerad Eickhoff","CU","0-1","R","Adam Duvall"
"Called Strike",94,"S",74.7,3.38,1.56,2.35659888007016,-3.37019666042785,1.0829379181886,2.70666354454838,"Jerad Eickhoff","CU","1-1","R","Adam Duvall"
"Swinging Strike",95,"S",91.7,3.38,1.56,-5.83031379262757,12.8877665856208,-0.808982472239171,3.78603225189383,"Jerad Eickhoff","FF","1-2","R","Adam Duvall"
"Ball",99,"B",83.3,3.47,1.61,0.35778110897671,7.51443498849044,0.110050232717328,3.89541352910593,"Jerad Eickhoff","SL","0-0","R","Eugenio Suarez"
"In play, out(s)",100,"X",91.5,3.47,1.61,-9.49304271708244,12.1318018926608,-0.789551551104816,1.95670994387276,"Jerad Eickhoff","FF","1-0","R","Eugenio Suarez"
"Ball",104,"B",75,3.33,1.6,0.964642849264754,-1.79663947960272,0.567851160489027,1.53829692165576,"Jerad Eickhoff","CU","0-0","L","Scott Schebler"
"Ball",105,"B",83.8,3.33,1.6,-1.28822609101564,7.25641175294275,-1.0764592839647,3.7881547315136,"Jerad Eickhoff","SL","1-0","L","Scott Schebler"
"In play, out(s)",106,"X",91.5,3.33,1.6,-7.75283325511597,14.3998086286314,0.175065458975852,2.14635042545632,"Jerad Eickhoff","FF","2-0","L","Scott Schebler"
"Ball",132,"B",90.4,3.27,1.51,-7.96072880267734,10.4410612052345,0.0966718839687511,1.50204272431914,"Jerad Eickhoff","FF","0-0","R","Zachary Cozart"
"Called Strike",133,"S",90.7,3.27,1.51,-5.26226624266256,13.1288889144715,0.977000571813413,2.0301858829496,"Jerad Eickhoff","FF","1-0","R","Zachary Cozart"
"Ball",134,"B",84.2,3.27,1.51,-2.4461096262927,7.86366639783013,1.097227562529,1.01469549038863,"Jerad Eickhoff","SL","1-1","R","Zachary Cozart"
"In play, out(s)",135,"X",84.4,3.27,1.51,-1.25298018037427,7.17059796402344,0.584879407241465,1.94016730222392,"Jerad Eickhoff","SL","2-1","R","Zachary Cozart"
"In play, no out",139,"X",91.6,3.17,1.45,-6.81887374704245,12.4240362672439,-0.226521759017205,2.35748727308504,"Jerad Eickhoff","FF","0-0","L","Tucker Barnhart"
"Ball",143,"B",73.5,3.33,1.56,3.25203637256426,-2.58996297655542,-2.14707543861672,4.07640994954701,"Jerad Eickhoff","CU","0-0","L","Brandon Finnegan"
"Foul",144,"S",90.8,3.33,1.56,-6.97207716634528,12.8319902314123,-1.13198503750787,2.86265291226558,"Jerad Eickhoff","FF","1-0","L","Brandon Finnegan"
"Called Strike",145,"S",75.7,3.33,1.56,2.65084761094282,-2.17820008614828,-0.622994320438756,2.73076313688378,"Jerad Eickhoff","CU","1-1","L","Brandon Finnegan"
"In play, out(s)",146,"X",77.3,3.33,1.56,0.820468952607661,-1.08167382248972,-0.473676381630334,2.91681859798862,"Jerad Eickhoff","CU","1-2","L","Brandon Finnegan"
"Ball",151,"B",74.7,3.49,1.59,1.70720516849851,-2.25392170978582,-0.462457016977002,1.71267757735726,"Jerad Eickhoff","CU","0-0","L","Billy Hamilton"
"Ball",152,"B",81.6,3.49,1.59,-7.44700676159515,11.3157508376218,-1.16846653546932,3.88152568997489,"Jerad Eickhoff","CH","1-0","L","Billy Hamilton"
"Ball",153,"B",91,3.49,1.59,-6.7907135608333,13.1884779397867,1.03316866814108,3.04279448559517,"Jerad Eickhoff","FF","2-0","L","Billy Hamilton"
"Ball",154,"B",91,3.49,1.59,-4.234912358123,14.7843817790101,1.37096783833184,2.40844344498723,"Jerad Eickhoff","FF","3-0","L","Billy Hamilton"
"Ball",159,"B",91.6,3.32,1.49,-8.27559152106841,10.0990231009729,0.0462126615950199,1.70669732882267,"Jerad Eickhoff","FF","0-0","R","Jose Peraza"
"In play, out(s)",163,"X",92.1,3.32,1.49,-7.21787872057529,10.4159212998133,-0.867271210386121,2.98917480513743,"Jerad Eickhoff","FF","1-0","R","Jose Peraza"
"Ball",187,"B",73.8,3.33,1.6,4.79569756120063,-3.36123497861744,-0.978342835449112,3.56623425110735,"Jerad Eickhoff","CU","0-0","L","Joey Votto"
"Ball",188,"B",91.2,3.33,1.6,-5.7867426573361,13.1101230007621,1.65344494170056,2.18056632915857,"Jerad Eickhoff","FF","1-0","L","Joey Votto"
"In play, out(s)",189,"X",91.1,3.33,1.6,-5.79501526358107,12.0657077740202,0.536822220849301,2.54426475869871,"Jerad Eickhoff","FF","2-0","L","Joey Votto"
"In play, out(s)",193,"X",90.7,3.38,1.56,-8.99770421490348,11.0391276962533,-0.146207456512259,2.42862142927819,"Jerad Eickhoff","FF","0-0","R","Adam Duvall"
"Called Strike",197,"S",90.9,3.47,1.61,-7.31640050930263,10.6578022413283,-0.38634493132849,3.43290870906324,"Jerad Eickhoff","FF","0-0","R","Eugenio Suarez"
"Called Strike",198,"S",75.1,3.47,1.61,2.49580483534699,-0.202523754928898,0.0831200361052445,2.64713326916798,"Jerad Eickhoff","CU","0-1","R","Eugenio Suarez"
"Swinging Strike (Blocked)",199,"S",75.5,3.47,1.61,2.07266574642383,-2.53973726131942,0.19366754010754,0.992576074512369,"Jerad Eickhoff","CU","0-2","R","Eugenio Suarez"
