"des","id","type","start_speed","sz_top","sz_bot","pfx_x","pfx_z","px","pz","pitcher_name","pitch_type","count","stand","batter_name"
"Swinging Strike",191,"S",79,3.19,1.49,4.979129,-4.50234,0.3678175,0.9195936,"Vincent Velasquez","CU","0-0","L","Bryce Harper"
"Ball In Dirt",195,"B",84.3,3.19,1.49,1.72145,-0.3819291,1.471347,0.1158186,"Vincent Velasquez","SL","0-1","L","Bryce Harper"
"Ball",196,"B",95.6,3.19,1.49,-0.9681517,11.01149,-0.7844804,1.69391,"Vincent Velasquez","FF","1-1","L","Bryce Harper"
"Ball",197,"B",93.2,3.19,1.49,-4.99061,6.893758,-0.02925786,1.162367,"Vincent Velasquez","FF","2-1","L","Bryce Harper"
"Called Strike",198,"S",95.4,3.19,1.49,-1.99505,10.1669,-0.2466494,2.0967,"Vincent Velasquez","FF","3-1","L","Bryce Harper"
"In play, run(s)",199,"X",82.5,3.19,1.49,2.928083,-4.857065,-0.3938202,2.10663,"Vincent Velasquez","CU","3-2","L","Bryce Harper"
"Ball",207,"B",96,3.7,1.77,1.318299,11.79097,-1.674448,2.976834,"Vincent Velasquez","FF","0-0","R","Ryan Zimmerman"
"Ball",208,"B",96.2,3.7,1.77,-1.051137,10.30157,-1.947426,4.336001,"Vincent Velasquez","FF","1-0","R","Ryan Zimmerman"
"Foul",209,"S",97.4,3.7,1.77,-3.352639,12.81404,0.419021,2.784944,"Vincent Velasquez","FF","2-0","R","Ryan Zimmerman"
"In play, out(s)",210,"X",84.7,3.7,1.77,1.968328,-1.987657,-0.1579622,2.995165,"Vincent Velasquez","CU","2-1","R","Ryan Zimmerman"
"Called Strike",279,"S",95,3.5,1.61,-2.124573,12.1134,0.08982352,2.784179,"Vincent Velasquez","FF","0-0","L","Daniel Murphy"
"Called Strike",280,"S",95.8,3.5,1.61,-2.856902,10.29493,-0.6414661,2.254981,"Vincent Velasquez","FF","0-1","L","Daniel Murphy"
"In play, out(s)",281,"X",75.5,3.5,1.61,6.555938,-5.406985,-1.167329,1.516367,"Vincent Velasquez","CU","0-2","L","Daniel Murphy"
"Called Strike",285,"S",81.8,3.33,1.54,4.368421,-2.750175,0.3889787,2.763426,"Vincent Velasquez","CU","0-0","R","Anthony Rendon"
"Called Strike",286,"S",96.6,3.33,1.54,-2.72896,12.46426,0.07898044,2.342277,"Vincent Velasquez","FF","0-1","R","Anthony Rendon"
"Foul",287,"S",96.2,3.33,1.54,-3.447698,12.18084,0.316925,2.768079,"Vincent Velasquez","FF","0-2","R","Anthony Rendon"
"Foul",288,"S",98.5,3.33,1.54,-3.752155,13.21752,0.3395416,2.205353,"Vincent Velasquez","FF","0-2","R","Anthony Rendon"
"Ball",289,"B",89.9,3.33,1.54,4.255807,4.17186,1.847769,-0.1586022,"Vincent Velasquez","SL","0-2","R","Anthony Rendon"
"Ball",290,"B",85.1,3.33,1.54,4.307385,-0.2162876,0.4152239,0.4280258,"Vincent Velasquez","SL","1-2","R","Anthony Rendon"
"In play, out(s)",291,"X",98.4,3.33,1.54,-0.9318606,13.46946,0.616563,1.11826,"Vincent Velasquez","FF","2-2","R","Anthony Rendon"
"Called Strike",295,"S",82.7,3.57,1.59,4.138484,-3.802448,-0.2460037,3.282869,"Vincent Velasquez","CU","0-0","R","Michael Taylor"
"Foul",296,"S",80.8,3.57,1.59,4.710798,-5.696556,-0.3642632,3.383073,"Vincent Velasquez","CU","0-1","R","Michael Taylor"
"Swinging Strike",297,"S",98.4,3.57,1.59,-3.411997,13.23186,0.6683107,2.714154,"Vincent Velasquez","FF","0-2","R","Michael Taylor"
"Ball",321,"B",94.4,3.53,1.62,-1.891785,10.79538,-1.060631,4.064046,"Vincent Velasquez","FF","0-0","L","Jose Lobaton"
"Ball",322,"B",95,3.53,1.62,-1.641915,12.09128,-0.5742151,3.250956,"Vincent Velasquez","FF","1-0","L","Jose Lobaton"
"Foul",323,"S",95.3,3.53,1.62,-1.141048,12.71849,-0.6661215,2.914103,"Vincent Velasquez","FF","2-0","L","Jose Lobaton"
"Foul",324,"S",96.2,3.53,1.62,-1.820744,12.07349,-0.1615327,3.085589,"Vincent Velasquez","FF","2-1","L","Jose Lobaton"
"Ball",325,"B",98.4,3.53,1.62,-5.911182,13.02391,0.7201151,-0.03346402,"Vincent Velasquez","FF","2-2","L","Jose Lobaton"
"In play, no out",326,"X",94.1,3.53,1.62,0.9532737,8.058273,-0.47318,3.318486,"Vincent Velasquez","FF","3-2","L","Jose Lobaton"
"In play, out(s)",330,"X",81.3,3.73,1.76,3.374946,-4.188775,-0.3324095,2.356508,"Vincent Velasquez","CU","0-0","R","Max Scherzer"
"In play, run(s)",335,"X",95.5,3.62,1.74,-1.42408,13.39044,-0.8468327,3.838416,"Vincent Velasquez","FF","0-0","R","Trea Turner"
"Called Strike",341,"S",96.3,3.57,1.62,-4.592608,12.01545,0.8955113,1.888952,"Vincent Velasquez","FF","0-0","R","Chris Heisey"
"Called Strike",342,"S",79.6,3.57,1.62,7.501066,-7.593628,-0.3723935,3.148873,"Vincent Velasquez","CU","0-1","R","Chris Heisey"
"Foul",343,"S",97.8,3.57,1.62,-1.673854,13.61737,0.2545098,2.291727,"Vincent Velasquez","FF","0-2","R","Chris Heisey"
"Ball",344,"B",81.1,3.57,1.62,2.9707,-4.766602,1.468858,0.3975667,"Vincent Velasquez","CU","0-2","R","Chris Heisey"
"In play, no out",345,"X",80.4,3.57,1.62,3.566502,-6.707073,0.5589749,1.38344,"Vincent Velasquez","CU","1-2","R","Chris Heisey"
"Called Strike",349,"S",96.8,3.19,1.49,-4.152196,11.802,-0.4514413,2.271753,"Vincent Velasquez","FF","0-0","L","Bryce Harper"
"Ball",350,"B",96.9,3.19,1.49,-3.740545,12.52061,0.3061056,1.362651,"Vincent Velasquez","FF","0-1","L","Bryce Harper"
"Foul",351,"S",88.1,3.19,1.49,-5.478759,8.618342,0.2577466,1.716368,"Vincent Velasquez","CH","1-1","L","Bryce Harper"
"Foul",352,"S",98,3.19,1.49,-4.262579,9.083994,-0.7187418,1.924759,"Vincent Velasquez","FF","1-2","L","Bryce Harper"
"Foul",354,"S",90.4,3.19,1.49,-7.826093,3.663618,-0.2359573,1.579198,"Vincent Velasquez","CH","1-2","L","Bryce Harper"
"In play, run(s)",355,"X",86.3,3.19,1.49,-7.979178,6.548337,-0.09192132,2.000765,"Vincent Velasquez","CH","1-2","L","Bryce Harper"
"Foul",362,"S",84.3,3.7,1.77,3.186062,-2.194822,0.558958,2.087001,"Vincent Velasquez","CU","0-0","R","Ryan Zimmerman"
"Ball",363,"B",96.8,3.7,1.77,-3.026115,12.99167,-0.0404031,1.440031,"Vincent Velasquez","FF","0-1","R","Ryan Zimmerman"
"Ball",364,"B",81.2,3.7,1.77,3.856946,-3.941331,-1.083199,2.609591,"Vincent Velasquez","CU","1-1","R","Ryan Zimmerman"
"Ball",365,"B",80.9,3.7,1.77,3.363117,-0.6864722,1.233077,2.708136,"Vincent Velasquez","SL","2-1","R","Ryan Zimmerman"
"Called Strike",366,"S",96.2,3.7,1.77,-3.93422,13.57713,0.6467585,1.650339,"Vincent Velasquez","FF","3-1","R","Ryan Zimmerman"
"Foul",367,"S",82.1,3.7,1.77,7.388912,-4.93191,0.06056083,0.9803681,"Vincent Velasquez","CU","3-2","R","Ryan Zimmerman"
"Foul",368,"S",96.8,3.7,1.77,-1.23731,12.88514,0.119999,1.488615,"Vincent Velasquez","FF","3-2","R","Ryan Zimmerman"
"Ball",369,"B",95.7,3.7,1.77,-0.0952986,13.01893,-0.7689281,4.187622,"Vincent Velasquez","FF","3-2","R","Ryan Zimmerman"
"In play, out(s)",374,"X",94.6,3.5,1.61,-1.305661,11.47479,-0.4315373,2.686252,"Vincent Velasquez","FF","0-0","L","Daniel Murphy"
"Ball",436,"B",95.5,3.33,1.54,-6.854117,5.702931,-1.156468,3.42588,"Luis Garcia","FT","0-0","R","Anthony Rendon"
"Ball",437,"B",94.8,3.33,1.54,-5.616317,8.117157,0.64742,2.001097,"Luis Garcia","FF","1-0","R","Anthony Rendon"
"Called Strike",438,"S",96.1,3.33,1.54,-7.985315,7.640443,-0.2322443,3.096072,"Luis Garcia","FT","2-0","R","Anthony Rendon"
"Foul",439,"S",95.1,3.33,1.54,-6.696186,5.264244,-0.2762694,2.196731,"Luis Garcia","FT","2-1","R","Anthony Rendon"
"Ball",440,"B",87.3,3.33,1.54,-5.583406,9.673707,0.6321899,0.006334286,"Luis Garcia","FS","2-2","R","Anthony Rendon"
"Ball In Dirt",441,"B",96.5,3.33,1.54,-8.363342,9.840352,1.084333,-0.2841639,"Luis Garcia","FT","3-2","R","Anthony Rendon"
"Ball",446,"B",97.6,3.57,1.59,-5.277175,11.07341,0.7249903,1.231129,"Luis Garcia","FF","0-0","R","Michael Taylor"
"Foul Tip",447,"S",95.8,3.57,1.59,-10.05033,5.653712,-0.1901633,1.575657,"Luis Garcia","FT","1-0","R","Michael Taylor"
"Swinging Strike",448,"S",97.1,3.57,1.59,-8.806395,8.86096,-0.7111885,1.338616,"Luis Garcia","FT","1-1","R","Michael Taylor"
"Ball In Dirt",452,"B",84.6,3.57,1.59,1.508307,4.392712,1.227004,-0.517534,"Luis Garcia","SL","1-2","R","Michael Taylor"
"Swinging Strike",453,"S",97.4,3.57,1.59,-6.565646,8.441089,-0.6654617,3.182841,"Luis Garcia","FF","2-2","R","Michael Taylor"
"Ball",457,"B",96.2,3.53,1.62,-6.334922,6.47317,-1.002212,4.210479,"Luis Garcia","FT","0-0","L","Jose Lobaton"
"Ball",458,"B",94.4,3.53,1.62,-7.303292,6.243476,-1.331072,2.333017,"Luis Garcia","FT","1-0","L","Jose Lobaton"
"In play, out(s)",459,"X",94,3.53,1.62,-6.740411,10.29888,0.2558248,2.275666,"Luis Garcia","FF","2-0","L","Jose Lobaton"
"Called Strike",465,"S",95.2,3.46,1.49,-7.434251,8.622873,-0.4495666,2.060294,"Luis Garcia","FT","0-0","L","Brian Goodwin"
"Ball In Dirt",466,"B",85.4,3.46,1.49,-6.35554,3.986413,0.3437499,0.8923398,"Luis Garcia","FS","0-1","L","Brian Goodwin"
"Ball",467,"B",95.9,3.46,1.49,-7.441018,7.074313,-0.6248631,1.147051,"Luis Garcia","FT","1-1","L","Brian Goodwin"
"In play, run(s)",468,"X",96.8,3.46,1.49,-9.130485,7.84052,-0.448127,1.848794,"Luis Garcia","FT","2-1","L","Brian Goodwin"
"Ball",478,"B",80.2,3.62,1.74,4.792645,1.610432,0.7302428,4.111313,"Edubray Ramos","CU","0-0","R","Trea Turner"
"Ball",479,"B",78.1,3.62,1.74,2.06993,1.861224,1.20154,1.832648,"Edubray Ramos","CU","1-0","R","Trea Turner"
"Foul Tip",480,"S",93.9,3.62,1.74,-5.21198,12.28857,0.07886307,2.922244,"Edubray Ramos","FF","2-0","R","Trea Turner"
"Called Strike",481,"S",81.9,3.62,1.74,1.386687,2.961341,1.12229,3.351146,"Edubray Ramos","SL","2-1","R","Trea Turner"
"Foul",482,"S",95.8,3.62,1.74,-8.565633,12.04271,0.929529,3.084748,"Edubray Ramos","FF","2-2","R","Trea Turner"
"In play, out(s)",483,"X",95.2,3.62,1.74,-6.333647,11.88194,0.2483383,3.19405,"Edubray Ramos","FF","2-2","R","Trea Turner"
"Called Strike",512,"S",81.4,3.57,1.62,0.6189774,-0.9333614,0.3813174,3.255167,"Edubray Ramos","SL","0-0","R","Chris Heisey"
"Ball",513,"B",93.9,3.57,1.62,-7.051371,11.2735,1.63504,2.377251,"Edubray Ramos","FF","0-1","R","Chris Heisey"
"Foul Tip",514,"S",92.4,3.57,1.62,-2.579062,12.05647,1.267183,3.343599,"Edubray Ramos","FF","1-1","R","Chris Heisey"
"Ball",515,"B",83.8,3.57,1.62,6.208442,2.257413,0.6998568,1.348925,"Edubray Ramos","SL","1-2","R","Chris Heisey"
"Foul",516,"S",81.8,3.57,1.62,5.323964,2.013742,0.5995846,2.551488,"Edubray Ramos","SL","2-2","R","Chris Heisey"
"Swinging Strike",517,"S",83.4,3.57,1.62,3.635615,3.038333,0.6749651,2.010556,"Edubray Ramos","SL","2-2","R","Chris Heisey"
"Called Strike",521,"S",82,3.19,1.49,3.189069,0.03073849,-0.27762,3.501204,"Edubray Ramos","SL","0-0","L","Bryce Harper"
"Ball",522,"B",94.4,3.19,1.49,-4.028776,9.920456,-1.188219,3.743945,"Edubray Ramos","FF","0-1","L","Bryce Harper"
"In play, out(s)",523,"X",82,3.19,1.49,-6.262608,7.808321,0.4337004,1.39467,"Edubray Ramos","CH","1-1","L","Bryce Harper"
"Ball",527,"B",95.7,3.7,1.77,-7.801695,10.04667,1.502951,2.348377,"Edubray Ramos","FF","0-0","R","Ryan Zimmerman"
"Called Strike",528,"S",78.9,3.7,1.77,5.671249,1.37335,0.2947354,3.363333,"Edubray Ramos","CU","1-0","R","Ryan Zimmerman"
"Ball",529,"B",83.8,3.7,1.77,7.318522,-0.1524432,-0.1769671,1.678113,"Edubray Ramos","SL","1-1","R","Ryan Zimmerman"
"In play, out(s)",530,"X",79.5,3.7,1.77,4.695686,-2.150661,0.3057016,1.73054,"Edubray Ramos","CU","2-1","R","Ryan Zimmerman"
"Called Strike",597,"S",90.2,3.5,1.61,-11.74089,8.767205,0.1958444,3.199614,"Pat Neshek","SI","0-0","L","Daniel Murphy"
"Called Strike",598,"S",84.8,3.5,1.61,-1.171019,3.718323,-0.8013093,2.420856,"Pat Neshek","SL","0-1","L","Daniel Murphy"
"Swinging Strike",599,"S",92.3,3.5,1.61,-8.936864,8.919447,-0.2273527,2.877667,"Pat Neshek","SI","0-2","L","Daniel Murphy"
"Called Strike",603,"S",90.9,3.33,1.54,-10.24221,7.473649,0.4427603,3.0497,"Pat Neshek","SI","0-0","R","Anthony Rendon"
"Ball",604,"B",85.7,3.33,1.54,-1.782307,5.055896,1.435486,2.992045,"Pat Neshek","SL","0-1","R","Anthony Rendon"
"Called Strike",605,"S",83.6,3.33,1.54,0.7749399,3.496611,0.646873,3.298793,"Pat Neshek","SL","1-1","R","Anthony Rendon"
"Ball",606,"B",85.8,3.33,1.54,-0.9388481,4.618398,1.473024,3.361633,"Pat Neshek","SL","1-2","R","Anthony Rendon"
"In play, no out",607,"X",91.2,3.33,1.54,-11.75505,6.105304,-0.4437844,2.248124,"Pat Neshek","SI","2-2","R","Anthony Rendon"
"In play, run(s)",611,"X",82.6,3.57,1.59,2.411763,1.485405,0.02369658,2.279495,"Pat Neshek","SL","0-0","R","Michael Taylor"
"Foul",618,"S",89.5,3.53,1.62,-11.39254,7.169338,-0.5819596,2.551328,"Pat Neshek","SI","0-0","L","Jose Lobaton"
"Ball",619,"B",83.2,3.53,1.62,2.617225,3.480647,-1.478134,2.181869,"Pat Neshek","SL","0-1","L","Jose Lobaton"
"Foul",620,"S",84.4,3.53,1.62,2.322511,1.987206,-0.09260394,2.496096,"Pat Neshek","SL","1-1","L","Jose Lobaton"
"Ball",621,"B",91.9,3.53,1.62,-7.805061,7.297274,-1.071235,2.134481,"Pat Neshek","SI","1-2","L","Jose Lobaton"
"Foul",622,"S",91.4,3.53,1.62,-8.784086,7.2144,-0.2741893,3.362569,"Pat Neshek","SI","2-2","L","Jose Lobaton"
"Foul",623,"S",91,3.53,1.62,-6.891046,7.171204,-1.169467,2.635258,"Pat Neshek","SI","2-2","L","Jose Lobaton"
"Ball",624,"B",66.1,3.53,1.62,-2.801639,8.540693,1.226441,1.558672,"Pat Neshek","CH","2-2","L","Jose Lobaton"
"In play, out(s)",625,"X",89.8,3.53,1.62,-4.184838,9.40221,-0.919589,3.40579,"Pat Neshek","SI","3-2","L","Jose Lobaton"
"Called Strike",631,"S",83.1,3.55,1.59,-1.240916,2.711539,-0.3691893,2.209285,"Pat Neshek","SL","0-0","L","Adam Lind"
"Swinging Strike",632,"S",91.4,3.55,1.59,-7.158376,7.601408,0.1390027,3.668356,"Pat Neshek","SI","0-1","L","Adam Lind"
"Swinging Strike",633,"S",92.3,3.55,1.59,-7.657159,9.083186,-0.1961539,4.167578,"Pat Neshek","SI","0-2","L","Adam Lind"
"Ball",29,"B",89.8,3.33,1.58,-7.537048,9.170656,0.3229803,3.709025,"Jerad Eickhoff","FF","0-0","R","Delino DeShieldsJr."
"Called Strike",30,"S",89.4,3.33,1.58,-8.534524,9.531473,0.5189435,2.651962,"Jerad Eickhoff","FT","1-0","R","Delino DeShieldsJr."
"Swinging Strike",31,"S",83.2,3.33,1.58,-2.204386,4.971841,1.184049,1.375061,"Jerad Eickhoff","SL","1-1","R","Delino DeShieldsJr."
"Swinging Strike",32,"S",84.1,3.33,1.58,2.426978,2.681663,1.908206,2.582061,"Jerad Eickhoff","SL","1-2","R","Delino DeShieldsJr."
"Called Strike",36,"S",90.3,3.34,1.5,-9.228534,11.71646,-0.1019015,1.695745,"Jerad Eickhoff","FF","0-0","R","Elvis Andrus"
"Ball",37,"B",90.1,3.34,1.5,-10.26762,8.521591,-1.337171,3.316297,"Jerad Eickhoff","FT","0-1","R","Elvis Andrus"
"Ball",38,"B",90.8,3.34,1.5,-8.90703,8.840915,1.592554,1.789088,"Jerad Eickhoff","FT","1-1","R","Elvis Andrus"
"Foul",39,"S",84.4,3.34,1.5,-4.496797,6.173595,-0.2039827,2.556346,"Jerad Eickhoff","SL","2-1","R","Elvis Andrus"
"Swinging Strike (Blocked)",40,"S",76.8,3.34,1.5,0.2343077,-7.416438,1.20086,0.3466727,"Jerad Eickhoff","CU","2-2","R","Elvis Andrus"
"Ball",44,"B",90.1,3.4,1.65,-5.501092,7.991026,1.120162,3.820426,"Jerad Eickhoff","FF","0-0","L","Nomar Mazara"
"In play, run(s)",45,"X",82.3,3.4,1.65,-1.553571,2.765473,-0.02484583,2.871997,"Jerad Eickhoff","SL","1-0","L","Nomar Mazara"
"Called Strike",50,"S",90.5,3.56,1.65,-8.06384,7.354937,0.230131,2.010771,"Jerad Eickhoff","FT","0-0","R","Jonathan Lucroy"
"In play, no out",51,"X",89.8,3.56,1.65,-8.947287,6.710102,-0.3165962,1.987077,"Jerad Eickhoff","FT","0-1","R","Jonathan Lucroy"
"Ball In Dirt",55,"B",75,3.08,1.33,-0.4705129,-3.506481,1.872282,-0.1881819,"Jerad Eickhoff","CU","0-0","L","Rougned Odor"
"Called Strike",56,"S",89.2,3.08,1.33,-6.312445,10.16277,0.9433404,3.104247,"Jerad Eickhoff","FF","1-0","L","Rougned Odor"
"Foul",57,"S",89.8,3.08,1.33,-6.85558,8.655986,0.8788492,2.823503,"Jerad Eickhoff","FF","1-1","L","Rougned Odor"
"Called Strike",58,"S",77.2,3.08,1.33,0.5842121,-5.241505,0.6397105,1.670521,"Jerad Eickhoff","CU","1-2","L","Rougned Odor"
"Called Strike",86,"S",89.6,3.25,1.47,-5.748746,9.447905,-0.2763599,3.42736,"Jerad Eickhoff","FF","0-0","R","Mike Napoli"
"Ball",87,"B",76,3.25,1.47,2.313209,-3.568965,-0.8023108,3.849446,"Jerad Eickhoff","CU","0-1","R","Mike Napoli"
"In play, no out",88,"X",89.7,3.25,1.47,-4.938343,8.875394,0.5554055,2.333427,"Jerad Eickhoff","FF","1-1","R","Mike Napoli"
"Called Strike",94,"S",85.2,3.67,1.71,-1.760008,4.16374,0.7272401,3.177061,"Jerad Eickhoff","SL","0-0","L","Joey Gallo"
"Ball",95,"B",90.2,3.67,1.71,-5.020037,7.303608,0.8782507,3.873087,"Jerad Eickhoff","FF","0-1","L","Joey Gallo"
"Ball",96,"B",84.6,3.67,1.71,-2.779708,2.803422,1.28301,3.422934,"Jerad Eickhoff","SL","1-1","L","Joey Gallo"
"Ball",97,"B",91,3.67,1.71,-7.987765,6.982386,-1.220617,1.933761,"Jerad Eickhoff","FT","2-1","L","Joey Gallo"
"In play, out(s)",98,"X",91.3,3.67,1.71,-11.13932,7.560253,-0.432371,2.473539,"Jerad Eickhoff","FT","3-1","L","Joey Gallo"
"Ball",102,"B",89.9,3.16,1.5,-3.907185,10.46893,1.768875,1.875475,"Jerad Eickhoff","FF","0-0","R","Robinson Chirinos"
"Foul",103,"S",85.3,3.16,1.5,-3.772098,3.447721,-0.2470076,3.069239,"Jerad Eickhoff","SL","1-0","R","Robinson Chirinos"
"Called Strike",104,"S",75.9,3.16,1.5,0.8502027,-5.0475,-0.5187712,2.157573,"Jerad Eickhoff","CU","1-1","R","Robinson Chirinos"
"In play, out(s)",105,"X",91.3,3.16,1.5,-7.198519,7.789884,0.4276867,2.485867,"Jerad Eickhoff","FT","1-2","R","Robinson Chirinos"
"In play, out(s)",110,"X",91.4,3.67,1.65,-9.88169,8.518752,-0.2404983,2.481164,"Jerad Eickhoff","FT","0-0","L","Jared Hoying"
"Called Strike",133,"S",90.5,3.33,1.58,-4.672874,11.20096,0.8113582,2.951468,"Jerad Eickhoff","FF","0-0","R","Delino DeShieldsJr."
"Ball",134,"B",90.1,3.33,1.58,-7.386121,10.05651,1.134458,1.089922,"Jerad Eickhoff","FF","0-1","R","Delino DeShieldsJr."
"Swinging Strike",135,"S",90.9,3.33,1.58,-6.396914,8.269134,0.1478332,3.394146,"Jerad Eickhoff","FF","1-1","R","Delino DeShieldsJr."
"Ball",136,"B",79.1,3.33,1.58,1.144242,-3.601831,1.337019,2.68008,"Jerad Eickhoff","CU","1-2","R","Delino DeShieldsJr."
"In play, out(s)",137,"X",78.3,3.33,1.58,2.388447,-6.848217,1.173395,1.932561,"Jerad Eickhoff","CU","2-2","R","Delino DeShieldsJr."
"In play, out(s)",141,"X",90.8,3.34,1.5,-6.764482,8.878352,0.7741341,1.974361,"Jerad Eickhoff","FF","0-0","R","Elvis Andrus"
"Ball",145,"B",91.1,3.4,1.65,-6.677521,9.41913,0.7449067,3.923452,"Jerad Eickhoff","FF","0-0","L","Nomar Mazara"
"Foul",146,"S",90.4,3.4,1.65,-8.738242,10.9548,0.553652,3.012252,"Jerad Eickhoff","FF","1-0","L","Nomar Mazara"
"Foul",147,"S",90.9,3.4,1.65,-7.390041,7.671833,0.9653653,3.185862,"Jerad Eickhoff","FT","1-1","L","Nomar Mazara"
"Ball",148,"B",77.8,3.4,1.65,1.873945,-5.801162,0.1933941,1.621,"Jerad Eickhoff","CU","1-2","L","Nomar Mazara"
"In play, no out",149,"X",76.7,3.4,1.65,2.08471,-3.698739,-0.8327905,2.850638,"Jerad Eickhoff","CU","2-2","L","Nomar Mazara"
"Called Strike",153,"S",90.4,3.56,1.65,-6.68128,8.540229,0.1853312,2.764162,"Jerad Eickhoff","FF","0-0","R","Jonathan Lucroy"
"Ball",154,"B",90,3.56,1.65,-6.029119,8.703163,1.100711,3.217821,"Jerad Eickhoff","FF","0-1","R","Jonathan Lucroy"
"Ball",157,"B",84,3.56,1.65,-1.371681,4.511508,0.7118957,3.675105,"Jerad Eickhoff","SL","1-1","R","Jonathan Lucroy"
"Foul",158,"S",91.3,3.56,1.65,-7.885695,11.46492,0.4930433,3.259492,"Jerad Eickhoff","FF","2-1","R","Jonathan Lucroy"
"Called Strike",159,"S",78.4,3.56,1.65,0.7561559,-4.345672,0.09317668,3.221567,"Jerad Eickhoff","CU","2-2","R","Jonathan Lucroy"
"Foul",185,"S",84.6,3.08,1.33,-5.877072,7.015455,0.6748952,2.67278,"Jerad Eickhoff","SL","0-0","L","Rougned Odor"
"In play, no out",186,"X",89.9,3.08,1.33,-8.13814,7.296095,0.4514747,3.280247,"Jerad Eickhoff","FT","0-1","L","Rougned Odor"
"Ball",190,"B",84.2,3.25,1.47,-0.8223642,1.297341,-0.5718334,4.090307,"Jerad Eickhoff","SL","0-0","R","Mike Napoli"
"Foul",191,"S",82.9,3.25,1.47,-3.385438,3.026416,0.5538288,2.366335,"Jerad Eickhoff","SL","1-0","R","Mike Napoli"
"Ball",192,"B",90.4,3.25,1.47,-8.718605,5.881585,-1.088771,3.468212,"Jerad Eickhoff","FT","1-1","R","Mike Napoli"
"Swinging Strike",193,"S",90.9,3.25,1.47,-7.897689,6.314754,0.8259919,2.851065,"Jerad Eickhoff","FT","2-1","R","Mike Napoli"
"Ball",194,"B",78.6,3.25,1.47,3.34503,-4.176305,1.685728,1.484061,"Jerad Eickhoff","CU","2-2","R","Mike Napoli"
"Ball In Dirt",195,"B",78,3.25,1.47,0.1361678,-4.079614,1.457212,1.02863,"Jerad Eickhoff","CU","3-2","R","Mike Napoli"
"Ball",199,"B",85,3.67,1.71,-2.254452,2.74424,0.912309,3.207804,"Jerad Eickhoff","SL","0-0","L","Joey Gallo"
"Called Strike",200,"S",83.1,3.67,1.71,-1.592805,1.12138,0.6484517,3.525984,"Jerad Eickhoff","SL","1-0","L","Joey Gallo"
"In play, out(s)",201,"X",91,3.67,1.71,-6.80679,8.324782,-0.08268128,2.183616,"Jerad Eickhoff","FF","1-1","L","Joey Gallo"
"Foul Tip",205,"S",90.7,3.16,1.5,-5.5169,10.0763,0.5009919,2.417014,"Jerad Eickhoff","FF","0-0","R","Robinson Chirinos"
"Ball",206,"B",88.5,3.16,1.5,-6.364526,12.52584,2.48264,2.512949,"Jerad Eickhoff","FF","0-1","R","Robinson Chirinos"
"Ball",212,"B",76.3,3.16,1.5,1.04069,-2.873967,-0.4770094,3.707101,"Jerad Eickhoff","CU","1-1","R","Robinson Chirinos"
"Foul",213,"S",75.9,3.16,1.5,2.579909,-3.48443,-0.05126282,3.015905,"Jerad Eickhoff","CU","2-1","R","Robinson Chirinos"
"Foul",214,"S",77.2,3.16,1.5,-0.8763507,-4.470209,-0.09340662,2.102643,"Jerad Eickhoff","CU","2-2","R","Robinson Chirinos"
"Foul",215,"S",78.8,3.16,1.5,2.125082,-6.378553,0.3573635,1.916966,"Jerad Eickhoff","CU","2-2","R","Robinson Chirinos"
"Foul",216,"S",92,3.16,1.5,-9.460902,6.876837,0.3490012,3.114525,"Jerad Eickhoff","FT","2-2","R","Robinson Chirinos"
"In play, run(s)",217,"X",83.9,3.16,1.5,-0.951103,1.189392,0.7276198,1.963924,"Jerad Eickhoff","SL","2-2","R","Robinson Chirinos"
"Ball",224,"B",74.4,3.67,1.65,2.924168,-6.389005,0.1332004,1.64443,"Jerad Eickhoff","CU","0-0","L","Jared Hoying"
"Swinging Strike",225,"S",83,3.67,1.65,-4.685349,4.925043,-0.05656462,1.380349,"Jerad Eickhoff","SL","1-0","L","Jared Hoying"
"Swinging Strike (Blocked)",226,"S",76.6,3.67,1.65,-1.732881,-6.204884,0.4344158,0.6781967,"Jerad Eickhoff","CU","1-1","L","Jared Hoying"
"Ball",227,"B",78.1,3.67,1.65,-0.5973608,-3.390847,0.04833659,1.432176,"Jerad Eickhoff","CU","1-2","L","Jared Hoying"
"Called Strike",228,"S",77.6,3.67,1.65,2.032691,-5.069123,0.7940997,2.891104,"Jerad Eickhoff","CU","2-2","L","Jared Hoying"
"Ball",259,"B",74.2,3.33,1.58,-0.07047266,-6.737191,0.8533187,1.094327,"Jerad Eickhoff","CU","0-0","R","Delino DeShieldsJr."
"Ball",260,"B",90.1,3.33,1.58,-7.6082,10.86337,1.434344,1.58112,"Jerad Eickhoff","FF","1-0","R","Delino DeShieldsJr."
"Ball",261,"B",90.2,3.33,1.58,-9.543168,5.193092,0.6852515,1.51811,"Jerad Eickhoff","FT","2-0","R","Delino DeShieldsJr."
"Ball",262,"B",90,3.33,1.58,-5.680129,9.69317,1.290684,2.006131,"Jerad Eickhoff","FF","3-0","R","Delino DeShieldsJr."
"Foul Bunt",266,"S",90.5,3.34,1.5,-7.581799,10.27549,0.4026955,3.424898,"Jerad Eickhoff","FF","0-0","R","Elvis Andrus"
"Foul (Runner Going)",274,"S",84.1,3.34,1.5,-4.666373,1.324256,-0.4727665,2.206025,"Jerad Eickhoff","SL","0-1","R","Elvis Andrus"
